artista_id,artista_nome,popularidade,uri,seguidores,genero
0FMV4DOyK9yxgyn0FupBXk,Boi Bumbá Caprichoso,47,spotify:artist:0FMV4DOyK9yxgyn0FupBXk,33368,['musica popular amazonense']
2eK9gcJQ6uqVvJL63dnOM3,Simone Mendes,75,spotify:artist:2eK9gcJQ6uqVvJL63dnOM3,1609831,"['sertanejo', 'sertanejo universitario']"
0CdnnCbbKD4oIzBmxi2o7r,Manu,69,spotify:artist:0CdnnCbbKD4oIzBmxi2o7r,544357,"['arrocha', 'brega paraense']"
2eK9gcJQ6uqVvJL63dnOM3,Simone Mendes,75,spotify:artist:2eK9gcJQ6uqVvJL63dnOM3,1609831,"['sertanejo', 'sertanejo universitario']"
1zBQcVejUqu9ujTXTgMQyM,Joelma,50,spotify:artist:1zBQcVejUqu9ujTXTgMQyM,195011,[]
4v4g6B3AmczdtPlNE4t39X,GREGO,62,spotify:artist:4v4g6B3AmczdtPlNE4t39X,185040,[]
3whgFbrRxsOmYVrq3t4hCY,Paulo Pires,56,spotify:artist:3whgFbrRxsOmYVrq3t4hCY,51579,"['arrocha', 'arrochadeira', 'piseiro']"
7skt0YXuBGQZr4LGkyTShp,ÉaBest,59,spotify:artist:7skt0YXuBGQZr4LGkyTShp,12620,[]
7MiDcPa6UiV3In7lIM71IN,Gusttavo Lima,76,spotify:artist:7MiDcPa6UiV3In7lIM71IN,20803328,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
2CKOmarVWvWqkNWUatHCex,Ana Castela,79,spotify:artist:2CKOmarVWvWqkNWUatHCex,5685867,"['agronejo', 'sertanejo pop']"
2UMj7NCbuqy1yUZmiSYGjJ,MC Kevin o Chris,71,spotify:artist:2UMj7NCbuqy1yUZmiSYGjJ,2986509,"['funk 150 bpm', 'funk carioca', 'funk rj']"
3DIMAAaWSlVl1YQ9nsQmUN,Dj Nk Da Serra,56,spotify:artist:3DIMAAaWSlVl1YQ9nsQmUN,38546,['funk mtg']
4JA9UvIYD3D5kL7utiGJMI,Mc Magrinho,61,spotify:artist:4JA9UvIYD3D5kL7utiGJMI,491717,"['deep funk ostentacao', 'funk carioca', 'funk mtg', 'funk ostentacao']"
4ysx5RkXC444BzidEsa7xk,Meu Xodó,14,spotify:artist:4ysx5RkXC444BzidEsa7xk,2323,[]
7kXgIqbOdGpi1n4cjOukbw,Fabricio Forrozeiro,8,spotify:artist:7kXgIqbOdGpi1n4cjOukbw,409,[]
45PemM14HiFUPuz7aRSb9Q,Sandrinho DTK,5,spotify:artist:45PemM14HiFUPuz7aRSb9Q,38,[]
5JbQpbeFaKfuZVFzKwaawP,MC Rogerinho,61,spotify:artist:5JbQpbeFaKfuZVFzKwaawP,945934,"['arrocha', 'batidao romantico']"
7KdmibNmW5J0q5YtGnJqQ8,Nadson O Ferinha,67,spotify:artist:7KdmibNmW5J0q5YtGnJqQ8,1433485,"['arrocha', 'forro']"
3TJGVUkSJzk5ZPixMFczZX,Vitor Fernandes,58,spotify:artist:3TJGVUkSJzk5ZPixMFczZX,2028463,"['arrocha', 'forro']"
5cKYzOJ8HSM7eKSP3FkvVX,Jambu,29,spotify:artist:5cKYzOJ8HSM7eKSP3FkvVX,8975,['musica popular amazonense']
2uOlKKhuUUWlTITCYYUuIK,Pablo,63,spotify:artist:2uOlKKhuUUWlTITCYYUuIK,639966,"['arrocha', 'brega romantico', 'forro']"
5B1BR71Q9cBvvoNocPSHiL,Marília Tavares,52,spotify:artist:5B1BR71Q9cBvvoNocPSHiL,62786,[]
6HA9MbaJM689BaTmx2MHdR,Forró Festança,29,spotify:artist:6HA9MbaJM689BaTmx2MHdR,11872,['forro manauara']
0CdnnCbbKD4oIzBmxi2o7r,Manu,69,spotify:artist:0CdnnCbbKD4oIzBmxi2o7r,544357,"['arrocha', 'brega paraense']"
5mkVUbjeMxfKKjqL1mhplz,Evoney Fernandes,55,spotify:artist:5mkVUbjeMxfKKjqL1mhplz,204346,['reggae do maranhao']
5R18GNmvBWGTfBAG0Xy8WT,Zezo,56,spotify:artist:5R18GNmvBWGTfBAG0Xy8WT,287413,"['arrocha', 'brega']"
7GF9ICVyUg5e7gcOgCk7uA,SambaXote,20,spotify:artist:7GF9ICVyUg5e7gcOgCk7uA,621,[]
3TJGVUkSJzk5ZPixMFczZX,Vitor Fernandes,58,spotify:artist:3TJGVUkSJzk5ZPixMFczZX,2028463,"['arrocha', 'forro']"
2uOlKKhuUUWlTITCYYUuIK,Pablo,63,spotify:artist:2uOlKKhuUUWlTITCYYUuIK,639966,"['arrocha', 'brega romantico', 'forro']"
5K8Rmjmf4RZFffz94EmBRt,Zé Vaqueiro,66,spotify:artist:5K8Rmjmf4RZFffz94EmBRt,5627524,"['arrocha', 'forro', 'forro de favela']"
5B1BR71Q9cBvvoNocPSHiL,Marília Tavares,52,spotify:artist:5B1BR71Q9cBvvoNocPSHiL,62786,[]
1DbyawMbFgohkYC9A2f6zK,Forró na Pegada,30,spotify:artist:1DbyawMbFgohkYC9A2f6zK,13149,['forro manauara']
6wduHvHCH5QZtWs6ULilDM,Henry Freitas,67,spotify:artist:6wduHvHCH5QZtWs6ULilDM,536378,['forro']
6Z9eUCDtjeQRAp4eZhTztf,Andrezin Araújo,56,spotify:artist:6Z9eUCDtjeQRAp4eZhTztf,27301,[]
6ysi6BecWzevAJ3HYaZNMS,Dj Kevin Oficial,56,spotify:artist:6ysi6BecWzevAJ3HYaZNMS,25721,[]
6yEKZXXjkBPBcAQAFdvSlz,Josué Bom de Faixa,58,spotify:artist:6yEKZXXjkBPBcAQAFdvSlz,257903,"['forro', 'piseiro']"
1f0uTZ6roXfWpYsN8V1QqM,Heitor Costa,63,spotify:artist:1f0uTZ6roXfWpYsN8V1QqM,229042,[]
6pNNbixzbEeQvi5jMaxugZ,Klessinha A baronesa,48,spotify:artist:6pNNbixzbEeQvi5jMaxugZ,54942,[]
4peVIFKsrKLmw9JuTkqHpY,Canto Da Mata,22,spotify:artist:4peVIFKsrKLmw9JuTkqHpY,2975,['musica popular amazonense']
48HORs6F9P7IgdyKrk4MZC,Tarcísio do Acordeon,68,spotify:artist:48HORs6F9P7IgdyKrk4MZC,5441515,"['arrocha', 'forro']"
1ujxO59U7hYuI9F4dqt7yo,Arlindo Junior,22,spotify:artist:1ujxO59U7hYuI9F4dqt7yo,4382,['musica popular amazonense']
4ZkgVpqVJbD4mFIwJsfG1Z,Canto da Mata,9,spotify:artist:4ZkgVpqVJbD4mFIwJsfG1Z,9,[]
5cKYzOJ8HSM7eKSP3FkvVX,Jambu,29,spotify:artist:5cKYzOJ8HSM7eKSP3FkvVX,8975,['musica popular amazonense']
7rXMvXRnWHaSwnVvPeUUfw,Gloria Groove,64,spotify:artist:7rXMvXRnWHaSwnVvPeUUfw,3123809,"['funk carioca', 'pop lgbtq+ brasileira']"
0f1IECbrVV952unZkzrsg2,Mc Gw,77,spotify:artist:0f1IECbrVV952unZkzrsg2,1494347,"['funk carioca', 'funk mtg', 'funk paulista', 'funk rj']"
5H3IVg3012xSskH8ZjKwDg,Ruxell,37,spotify:artist:5H3IVg3012xSskH8ZjKwDg,11839,"['brega funk', 'pop lgbtq+ brasileira']"
4s3lxX76LwxzMdQEAFYdzv,Tropa do Bruxo,64,spotify:artist:4s3lxX76LwxzMdQEAFYdzv,262981,[]
0NB5wv4kn6A919CLHUKRmk,DJ Ws da Igrejinha,69,spotify:artist:0NB5wv4kn6A919CLHUKRmk,435119,"['funk bh', 'funk mtg']"
2qATSoNFfzMaTEZFfJpG4c,SMU,64,spotify:artist:2qATSoNFfzMaTEZFfJpG4c,19678,[]
4ACGdFl6mPI3lntaYef1gc,Triz,61,spotify:artist:4ACGdFl6mPI3lntaYef1gc,59163,[]
3qjoOrsHcxhgKyBsh4ZOEn,Mc Menor Thalis,61,spotify:artist:3qjoOrsHcxhgKyBsh4ZOEn,7356,[]
5wTQg4WsivNx3LwPoM50Af,Wealstarcks,34,spotify:artist:5wTQg4WsivNx3LwPoM50Af,21869,['chill baile']
6ODCVWBfGNFUf1bpo0c2Ge,Karol Conká,42,spotify:artist:6ODCVWBfGNFUf1bpo0c2Ge,518891,"['afrofuturismo brasileiro', 'brazilian hip hop', 'funk carioca', 'indie curitibano', 'pop lgbtq+ brasileira', 'r&b brasileiro', 'rap feminino nacional', 'rap latina']"
5Gv1C1LY8pWiYcfcdjSNMT,Tasha & Tracie,55,spotify:artist:5Gv1C1LY8pWiYcfcdjSNMT,276287,['rap feminino nacional']
7FNnA9vBm6EKceENgCGRMb,Anitta,79,spotify:artist:7FNnA9vBm6EKceENgCGRMb,12399617,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']"
6xlRSRMLgZbsSNd0BMobwy,DENNIS,69,spotify:artist:6xlRSRMLgZbsSNd0BMobwy,2149611,"['funk carioca', 'funk das antigas', 'sertanejo universitario']"
5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,70,spotify:artist:5wbf52LA6kcaboHSN6NEF1,2509332,"['funk carioca', 'funk rj']"
05qCf6M7E7AxizHVmrcPqh,Kyan,65,spotify:artist:05qCf6M7E7AxizHVmrcPqh,773733,"['grime brasileiro', 'trap pesado']"
13yQqjPy4Esq0Ru3R1fipU,Mu540,58,spotify:artist:13yQqjPy4Esq0Ru3R1fipU,67077,"['chill baile', 'trap funk']"
5Gv1C1LY8pWiYcfcdjSNMT,Tasha & Tracie,55,spotify:artist:5Gv1C1LY8pWiYcfcdjSNMT,276287,['rap feminino nacional']
5Znx4PG5UsUitigaJnmZX3,Flora Matos,56,spotify:artist:5Znx4PG5UsUitigaJnmZX3,598279,"['afrofuturismo brasileiro', 'brazilian hip hop', 'brazilian reggae', 'rap df', 'rap feminino nacional']"
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,62,spotify:artist:0nFdWpwl7h6fp3ADRyG14L,350879,['pop lgbtq+ brasileira']
4JBL9SoZVzV14jqKe77LGG,Chicão do Piseiro,45,spotify:artist:4JBL9SoZVzV14jqKe77LGG,222513,"['arrochadeira', 'forro']"
2IhVpxz1wJpQWdAq28nYQ1,Roni Bruno,43,spotify:artist:2IhVpxz1wJpQWdAq28nYQ1,1136,[]
5TNtQJ4H8JLAMAdvppHSq7,Mts No Beat,44,spotify:artist:5TNtQJ4H8JLAMAdvppHSq7,29858,['no beat']
4ACGdFl6mPI3lntaYef1gc,Triz,61,spotify:artist:4ACGdFl6mPI3lntaYef1gc,59163,[]
75i9GaW2MJUgt4BkdUnuUY,MC Ryan SP,80,spotify:artist:75i9GaW2MJUgt4BkdUnuUY,4771040,['funk paulista']
6zGPa2tLMJ5HQYUddZI8di,Caio Passos,58,spotify:artist:6zGPa2tLMJ5HQYUddZI8di,92102,['trap funk']
1cYhx7ZOhYoVmnDPb9KMwo,Mc Davi,70,spotify:artist:1cYhx7ZOhYoVmnDPb9KMwo,3765944,"['funk carioca', 'funk mtg', 'funk paulista']"
4PLdCloYxu2bMKfuuB9lI5,MC PH,77,spotify:artist:4PLdCloYxu2bMKfuuB9lI5,2151789,"['funk consciente', 'funk paulista']"
0mQoWD18BxzhN8kr1cNwgQ,Bivolt,34,spotify:artist:0mQoWD18BxzhN8kr1cNwgQ,52244,"['brazilian hip hop', 'pop lgbtq+ brasileira', 'rap feminino nacional']"
0pcoadNMmvrUyab1RxWBoV,MC Hariel,72,spotify:artist:0pcoadNMmvrUyab1RxWBoV,5737137,"['funk carioca', 'funk consciente', 'funk paulista']"
7dzq55YG3wjViqexDwiycQ,Ivete Sangalo,62,spotify:artist:7dzq55YG3wjViqexDwiycQ,2081639,"['arrocha', 'axe', 'mpb', 'pagode', 'pop nacional', 'samba reggae', 'sertanejo universitario']"
3CDoRporvSjdzTrm99a3gi,LUDMILLA,75,spotify:artist:3CDoRporvSjdzTrm99a3gi,7177418,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']"
1tPQcKxMrvf09Ry8zk68gt,DJ JOÃO PEREIRA,66,spotify:artist:1tPQcKxMrvf09Ry8zk68gt,35174,['funk mtg']
1pk1stIyHnuK6lXZ8QiNKt,MC Koringa,57,spotify:artist:1pk1stIyHnuK6lXZ8QiNKt,506593,"['funk carioca', 'funk das antigas']"
6r2Jxpiepf5Yc7SdvK4w0K,A Dama,25,spotify:artist:6r2Jxpiepf5Yc7SdvK4w0K,34471,['pagode baiano']
5kn7l4yaJxtNhj583LmL9L,Gaby Amarantos,45,spotify:artist:5kn7l4yaJxtNhj583LmL9L,53525,"['brazilian indie', 'musica popular paraense', 'tecnobrega']"
0jTDeBJQr3unrK29LklnAv,Lexa,50,spotify:artist:0jTDeBJQr3unrK29LklnAv,2600105,"['funk carioca', 'funk pop', 'funk rj', 'pop nacional']"
1cHmaXK1swLBgd3TDo60sh,MGZD,26,spotify:artist:1cHmaXK1swLBgd3TDo60sh,151,[]
0NB5wv4kn6A919CLHUKRmk,DJ Ws da Igrejinha,69,spotify:artist:0NB5wv4kn6A919CLHUKRmk,435119,"['funk bh', 'funk mtg']"
1tPQcKxMrvf09Ry8zk68gt,DJ JOÃO PEREIRA,66,spotify:artist:1tPQcKxMrvf09Ry8zk68gt,35174,['funk mtg']
1CKLOLezvcRuPRzOiGvxS1,Mc Dudu Sk,64,spotify:artist:1CKLOLezvcRuPRzOiGvxS1,39154,"['funk mandelao', 'funk mtg']"
4OKS4k4lBy2KOeftVHJDXu,MC TH DA SERRA,63,spotify:artist:4OKS4k4lBy2KOeftVHJDXu,27827,['funk mtg']
0dglu68sb1lWf1ACF9uOb6,DALÃMA,65,spotify:artist:0dglu68sb1lWf1ACF9uOb6,9219,[]
7dzq55YG3wjViqexDwiycQ,Ivete Sangalo,62,spotify:artist:7dzq55YG3wjViqexDwiycQ,2081639,"['arrocha', 'axe', 'mpb', 'pagode', 'pop nacional', 'samba reggae', 'sertanejo universitario']"
3CDoRporvSjdzTrm99a3gi,LUDMILLA,75,spotify:artist:3CDoRporvSjdzTrm99a3gi,7177418,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']"
43jyzP3h86XvtC8FQm4ow3,ÀTTØØXXÁ,37,spotify:artist:43jyzP3h86XvtC8FQm4ow3,51185,"['afrofuturismo brasileiro', 'nova mpb', 'pagode baiano', 'pop lgbtq+ brasileira']"
78oxdhJ0pr4Dkyk0paWUAf,É O Tchan,47,spotify:artist:78oxdhJ0pr4Dkyk0paWUAf,352466,"['axe', 'pagode']"
6sFRadg88wiacDp0uIQ6VW,Oh Polêmico,48,spotify:artist:6sFRadg88wiacDp0uIQ6VW,230438,['pagode baiano']
3EWwR3BxuCaiYKniPGDjE7,Majur,41,spotify:artist:3EWwR3BxuCaiYKniPGDjE7,66319,"['nova mpb', 'pop lgbtq+ brasileira', 'transpop']"
7dzq55YG3wjViqexDwiycQ,Ivete Sangalo,62,spotify:artist:7dzq55YG3wjViqexDwiycQ,2081639,"['arrocha', 'axe', 'mpb', 'pagode', 'pop nacional', 'samba reggae', 'sertanejo universitario']"
5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,70,spotify:artist:5wbf52LA6kcaboHSN6NEF1,2509332,"['funk carioca', 'funk rj']"
5wTQg4WsivNx3LwPoM50Af,Wealstarcks,34,spotify:artist:5wTQg4WsivNx3LwPoM50Af,21869,['chill baile']
29QKtXMaVczUBDiI3aPBWS,FBC,53,spotify:artist:29QKtXMaVczUBDiI3aPBWS,223430,"['boom bap brasileiro', 'brazilian hip hop', 'rap mineiro']"
5Gv1C1LY8pWiYcfcdjSNMT,Tasha & Tracie,55,spotify:artist:5Gv1C1LY8pWiYcfcdjSNMT,276287,['rap feminino nacional']
05qCf6M7E7AxizHVmrcPqh,Kyan,65,spotify:artist:05qCf6M7E7AxizHVmrcPqh,773733,"['grime brasileiro', 'trap pesado']"
55XEJ5O0Gy6wAUANXfXpSS,Rapper Gregory,41,spotify:artist:55XEJ5O0Gy6wAUANXfXpSS,2261,[]
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,62,spotify:artist:0nFdWpwl7h6fp3ADRyG14L,350879,['pop lgbtq+ brasileira']
7bDY7ck0pXuKESZtEt1X5d,Japãozin,60,spotify:artist:7bDY7ck0pXuKESZtEt1X5d,799883,"['forro', 'lambadao', 'piseiro']"
6wduHvHCH5QZtWs6ULilDM,Henry Freitas,67,spotify:artist:6wduHvHCH5QZtWs6ULilDM,536378,['forro']
6Z9eUCDtjeQRAp4eZhTztf,Andrezin Araújo,56,spotify:artist:6Z9eUCDtjeQRAp4eZhTztf,27301,[]
6ysi6BecWzevAJ3HYaZNMS,Dj Kevin Oficial,56,spotify:artist:6ysi6BecWzevAJ3HYaZNMS,25721,[]
43jyzP3h86XvtC8FQm4ow3,ÀTTØØXXÁ,37,spotify:artist:43jyzP3h86XvtC8FQm4ow3,51185,"['afrofuturismo brasileiro', 'nova mpb', 'pagode baiano', 'pop lgbtq+ brasileira']"
2O6q06oNcmOIPg1qidSU3C,Liniker,54,spotify:artist:2O6q06oNcmOIPg1qidSU3C,234819,"['nova mpb', 'pop lgbtq+ brasileira']"
7xGwSsxEISjWZGbaXiLN8z,Lamparina,44,spotify:artist:7xGwSsxEISjWZGbaXiLN8z,37947,"['nova mpb', 'pop lgbtq+ brasileira']"
6hfNZcbKvjpOnhhkFVKyt7,Mahmundi,40,spotify:artist:6hfNZcbKvjpOnhhkFVKyt7,107646,"['afrofuturismo brasileiro', 'nova mpb', 'nova musica carioca', 'pop lgbtq+ brasileira', 'pop nacional']"
6tzRZ39aZlNqlUzQlkuhDV,Pabllo Vittar,67,spotify:artist:6tzRZ39aZlNqlUzQlkuhDV,4146552,"['dance pop', 'funk carioca', 'funk pop', 'pop lgbtq+ brasileira', 'pop nacional']"
3CDoRporvSjdzTrm99a3gi,LUDMILLA,75,spotify:artist:3CDoRporvSjdzTrm99a3gi,7177418,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']"
7xGwSsxEISjWZGbaXiLN8z,Lamparina,44,spotify:artist:7xGwSsxEISjWZGbaXiLN8z,37947,"['nova mpb', 'pop lgbtq+ brasileira']"
50sftj2oW2iBviA6RkTzsz,Silva,56,spotify:artist:50sftj2oW2iBviA6RkTzsz,391600,"['nova mpb', 'pop lgbtq+ brasileira']"
2O6q06oNcmOIPg1qidSU3C,Liniker,54,spotify:artist:2O6q06oNcmOIPg1qidSU3C,234819,"['nova mpb', 'pop lgbtq+ brasileira']"
5wTQg4WsivNx3LwPoM50Af,Wealstarcks,34,spotify:artist:5wTQg4WsivNx3LwPoM50Af,21869,['chill baile']
6BXiBj4eAZsiynbcmSRHUs,Urias,49,spotify:artist:6BXiBj4eAZsiynbcmSRHUs,184860,['pop lgbtq+ brasileira']
2O6q06oNcmOIPg1qidSU3C,Liniker,54,spotify:artist:2O6q06oNcmOIPg1qidSU3C,234819,"['nova mpb', 'pop lgbtq+ brasileira']"
6tzRZ39aZlNqlUzQlkuhDV,Pabllo Vittar,67,spotify:artist:6tzRZ39aZlNqlUzQlkuhDV,4146552,"['dance pop', 'funk carioca', 'funk pop', 'pop lgbtq+ brasileira', 'pop nacional']"
2M0BRHVrzJ5y20huTCzMJu,Irmãs de Pau,42,spotify:artist:2M0BRHVrzJ5y20huTCzMJu,31762,['pop lgbtq+ brasileira']
7MEwECUpH1JQzXbRMr0nFz,Brunoso,34,spotify:artist:7MEwECUpH1JQzXbRMr0nFz,1523,['nova musica maranhense']
1zBQcVejUqu9ujTXTgMQyM,Joelma,50,spotify:artist:1zBQcVejUqu9ujTXTgMQyM,195011,[]
64KEffDW9EtZ1y2vBYgq8T,Marshmello,81,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,33601390,"['brostep', 'edm', 'pop', 'progressive electro house']"
4PzYKhC14sTJNEr0dzoo0d,Luísa Sonza,72,spotify:artist:4PzYKhC14sTJNEr0dzoo0d,5547298,"['funk carioca', 'pop nacional']"
5kn7l4yaJxtNhj583LmL9L,Gaby Amarantos,45,spotify:artist:5kn7l4yaJxtNhj583LmL9L,53525,"['brazilian indie', 'musica popular paraense', 'tecnobrega']"
1cHmaXK1swLBgd3TDo60sh,MGZD,26,spotify:artist:1cHmaXK1swLBgd3TDo60sh,151,[]
7qmf5YAQYjfjBF9C7kkjzs,Johnny Hooker,47,spotify:artist:7qmf5YAQYjfjBF9C7kkjzs,268771,"['nova mpb', 'pop lgbtq+ brasileira']"
3EWwR3BxuCaiYKniPGDjE7,Majur,41,spotify:artist:3EWwR3BxuCaiYKniPGDjE7,66319,"['nova mpb', 'pop lgbtq+ brasileira', 'transpop']"
0t4tLEUHkkktoY9vnaLW3B,DJ Fb de Niteroi,42,spotify:artist:0t4tLEUHkkktoY9vnaLW3B,3115,['funk capixaba']
6EsIkeJwPhFIfzJ5l8CGSm,PL Torvic,45,spotify:artist:6EsIkeJwPhFIfzJ5l8CGSm,16199,[]
78Y1NpgD0yMKoBetaYlUzS,Menor MC,59,spotify:artist:78Y1NpgD0yMKoBetaYlUzS,189155,['funk paulista']
4F8L071IkAkc3QaNKuUReg,DJ Lc do Martins,39,spotify:artist:4F8L071IkAkc3QaNKuUReg,1154,['funk rj']
3i7Bn2SoEkRVEGkdz9o6Yu,Dyamante DJ,48,spotify:artist:3i7Bn2SoEkRVEGkdz9o6Yu,10928,['funk rj']
6TYimByryGphZCtwYopH0y,Lauana Prado,74,spotify:artist:6TYimByryGphZCtwYopH0y,4136879,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
0CdnnCbbKD4oIzBmxi2o7r,Manu,69,spotify:artist:0CdnnCbbKD4oIzBmxi2o7r,544357,"['arrocha', 'brega paraense']"
2eK9gcJQ6uqVvJL63dnOM3,Simone Mendes,75,spotify:artist:2eK9gcJQ6uqVvJL63dnOM3,1609831,"['sertanejo', 'sertanejo universitario']"
1zBQcVejUqu9ujTXTgMQyM,Joelma,50,spotify:artist:1zBQcVejUqu9ujTXTgMQyM,195011,[]
4EGMHFeFIhk1uUKdO9pk1Q,Banda Kenner,17,spotify:artist:4EGMHFeFIhk1uUKdO9pk1Q,6551,['arrocha']
2qXtddeMnGLeLuIfhnJY3P,Banda Calypso,53,spotify:artist:2qXtddeMnGLeLuIfhnJY3P,308887,"['axe', 'carimbo', 'forro', 'musica popular paraense', 'tecnobrega']"
6wYo9f6kXFslXYtATvhM86,Banda AR-15,43,spotify:artist:6wYo9f6kXFslXYtATvhM86,64024,"['brega paraense', 'tecnobrega']"
3Ubr1h7UwaGnDwcnQg5cBC,M-Synck,16,spotify:artist:3Ubr1h7UwaGnDwcnQg5cBC,46,[]
1JESC6Kt3eyYHGz4TwvOV6,Carabao O Furioso Do Marajó,30,spotify:artist:1JESC6Kt3eyYHGz4TwvOV6,6379,[]
1p2aDZsmPNSKQynqjXN7Hj,Viviane Batidão,36,spotify:artist:1p2aDZsmPNSKQynqjXN7Hj,58197,"['brega paraense', 'tecnobrega']"
3JZpiXn2wDdu2Ewj4UjvqV,Brega Mix,17,spotify:artist:3JZpiXn2wDdu2Ewj4UjvqV,634,[]
4WudSn9b3V05mnxaH9uNks,Banda Sayonara,35,spotify:artist:4WudSn9b3V05mnxaH9uNks,21100,"['musica popular paraense', 'tecnobrega']"
4aI6jDLkxjcSR1PpuJ7Vk9,Banda 007,38,spotify:artist:4aI6jDLkxjcSR1PpuJ7Vk9,53253,"['arrocha', 'brega paraense', 'tecnobrega']"
3qR0dzD7hU005nuz4Msoba,Wanderley Andrade,36,spotify:artist:3qR0dzD7hU005nuz4Msoba,40013,"['musica popular paraense', 'tecnobrega']"
6wYo9f6kXFslXYtATvhM86,Banda AR-15,43,spotify:artist:6wYo9f6kXFslXYtATvhM86,64024,"['brega paraense', 'tecnobrega']"
5mW39VdCIwXOmfW5Tdn6T7,Banda POP Show,17,spotify:artist:5mW39VdCIwXOmfW5Tdn6T7,152,[]
4KBEMlSRtexYKdbLcYeFUi,Gang Do Eletro,17,spotify:artist:4KBEMlSRtexYKdbLcYeFUi,10245,"['musica popular paraense', 'tecnobrega']"
3qR0dzD7hU005nuz4Msoba,Wanderley Andrade,36,spotify:artist:3qR0dzD7hU005nuz4Msoba,40013,"['musica popular paraense', 'tecnobrega']"
27IVNktOgIiH3Ucd2o2qnG,Roberto Gama,16,spotify:artist:27IVNktOgIiH3Ucd2o2qnG,1445,['tecnobrega']
7rEGGFDhVuihMPwOPNWg9r,PENINHA,4,spotify:artist:7rEGGFDhVuihMPwOPNWg9r,179,[]
6aADV1iVy0z8Bni0qXLRkf,Banda Amazonas,26,spotify:artist:6aADV1iVy0z8Bni0qXLRkf,6467,['brega paraense']
6syywN4FcSZEBwaEV7EsNq,Fruto Sensual,36,spotify:artist:6syywN4FcSZEBwaEV7EsNq,33517,"['brega paraense', 'musica popular paraense', 'tecnobrega']"
5qKMhT0vNRheWDWYDTjV1V,DJ Neco Patifão,5,spotify:artist:5qKMhT0vNRheWDWYDTjV1V,25,[]
4k5GPOqlaMmuhxSQkPZrWb,Nelsinho Rodrigues,31,spotify:artist:4k5GPOqlaMmuhxSQkPZrWb,13112,"['brega paraense', 'musica popular paraense', 'tecnobrega']"
5xR5pQ1dcvqRLSxCACpapE,Bruno e Trio,36,spotify:artist:5xR5pQ1dcvqRLSxCACpapE,17297,"['brega paraense', 'tecnobrega']"
6wYo9f6kXFslXYtATvhM86,Banda AR-15,43,spotify:artist:6wYo9f6kXFslXYtATvhM86,64024,"['brega paraense', 'tecnobrega']"
65LoJf66D27MZLfmhKyBo7,Teddy Max,19,spotify:artist:65LoJf66D27MZLfmhKyBo7,2044,"['brega paraense', 'musica popular paraense']"
5FKexvtYHfpvf17ZnGWulN,Pinduca,30,spotify:artist:5FKexvtYHfpvf17ZnGWulN,18472,"['carimbo', 'musica popular paraense']"
5A70LBFCFtNwOmbPj5g5uc,Dona Onete,34,spotify:artist:5A70LBFCFtNwOmbPj5g5uc,48432,"['brazilian indie', 'carimbo', 'musica popular paraense']"
5kn7l4yaJxtNhj583LmL9L,Gaby Amarantos,45,spotify:artist:5kn7l4yaJxtNhj583LmL9L,53525,"['brazilian indie', 'musica popular paraense', 'tecnobrega']"
2lsOz5tVIFOnXiHk3Bd5UE,Banda Os Brothers,36,spotify:artist:2lsOz5tVIFOnXiHk3Bd5UE,24013,"['arrocha', 'brega paraense', 'tecnobrega']"
5FKexvtYHfpvf17ZnGWulN,Pinduca,30,spotify:artist:5FKexvtYHfpvf17ZnGWulN,18472,"['carimbo', 'musica popular paraense']"
1WDdji3E8tOxuswkux0Sta,Jay Lima,19,spotify:artist:1WDdji3E8tOxuswkux0Sta,330,[]
40ksVxRxRIP4ayr9kGB813,Dj Méury,25,spotify:artist:40ksVxRxRIP4ayr9kGB813,6329,[]
5FKexvtYHfpvf17ZnGWulN,Pinduca,30,spotify:artist:5FKexvtYHfpvf17ZnGWulN,18472,"['carimbo', 'musica popular paraense']"
5kn7l4yaJxtNhj583LmL9L,Gaby Amarantos,45,spotify:artist:5kn7l4yaJxtNhj583LmL9L,53525,"['brazilian indie', 'musica popular paraense', 'tecnobrega']"
6syywN4FcSZEBwaEV7EsNq,Fruto Sensual,36,spotify:artist:6syywN4FcSZEBwaEV7EsNq,33517,"['brega paraense', 'musica popular paraense', 'tecnobrega']"
4K752ixpnJQbrqYIey07BS,Banda Saygon,10,spotify:artist:4K752ixpnJQbrqYIey07BS,217,[]
6wYo9f6kXFslXYtATvhM86,Banda AR-15,43,spotify:artist:6wYo9f6kXFslXYtATvhM86,64024,"['brega paraense', 'tecnobrega']"
27IVNktOgIiH3Ucd2o2qnG,Roberto Gama,16,spotify:artist:27IVNktOgIiH3Ucd2o2qnG,1445,['tecnobrega']
