album_id,album_nome,album_tipo,data_lancamento,uri,artistas_nome,nr_musicas
1m42RnQb6QKdchutofb4mH,Rolé na Favela de Nave,single,2024-01-30,spotify:album:1m42RnQb6QKdchutofb4mH,"['4yGgbQJMq9orWypwqtdzYT', '15bTpg6S948FjSiOhB7eXi', '1BNbDHa9FSPxIyZmcymSyL', '6Vxu4TDCN5TMlRpdu6a2Ag', '6OUIY1hXVxeiAw6K7rDerM', '25XJqeReVV38w0tR04GGBd']",1
0Jq0BMFMzuEIuaPW0IbM9e,TROPA DO POZE SÓ MENINO SELVAGEM,single,2023-10-29,spotify:album:0Jq0BMFMzuEIuaPW0IbM9e,"['4ACGdFl6mPI3lntaYef1gc', '25AjzG7UO6tKfw11bwPscM', '4WB2VWycYlX3SLkJw11xT8', '0fRzXMoiuuR3kQDr8aavt2']",1
4cg1FVkaS7fhlMsLO7506M,10 Carros Versão Funk,single,2023-12-05,spotify:album:4cg1FVkaS7fhlMsLO7506M,['45cfJL6AuRiPVZ006zcuaL'],1
0buVrEIwifWoGnpQ7fhZgk,"Inocente ""Demotape""",album,2023-10-13,spotify:album:0buVrEIwifWoGnpQ7fhZgk,"['204IwDdaHE4ymGk9Kya2pY', '1WQBwwssN6r8DSjUlkyUGW']",8
2ch0bK9veGHOPlDQCYLAln,Foto da Unha,single,2023-12-15,spotify:album:2ch0bK9veGHOPlDQCYLAln,"['0JjPiLQNgAFaEkwoy56B1C', '4YqwRbMLqGHRHLS1w2ZKse', '6TPJK8tv3AKKSsw0lENTQk']",1
7AqE8BaQyvgUKfzGj63N6q,Corolla do Novo Vs Tropa do Menino Rei,single,2023-08-29,spotify:album:7AqE8BaQyvgUKfzGj63N6q,"['1zie7wOcoVwPHWLTJyEXG7', '48bn9fVOFfllcGjAZkpPnx', '53frDulStqIMhNWMvoswPQ']",1
7psl0XwwmQZArUR3efXKgx,Película de Vidro (Ao Vivo),single,2023-11-24,spotify:album:7psl0XwwmQZArUR3efXKgx,"['3k68C6mNMJL6OaAdWeW2ZF', '6vTqEFbTtTRJsuIpzZgjxi']",1
22sXXkKgjEuawIFL1e1tRw,Water,single,2023-07-28,spotify:album:22sXXkKgjEuawIFL1e1tRw,['3SozjO3Lat463tQICI9LcE'],1
2b2GHWESCWEuHiCZ2Skedp,Calm Down (with Selena Gomez),single,2022-08-25,spotify:album:2b2GHWESCWEuHiCZ2Skedp,"['46pWGuE3dSwY3bMMXGBvVS', '0C8ZW7ezQVs4URX5aX7Kqx']",1
6cxPIxP5f3LBtDcTzz9YhV,Não Vou Namorar,single,2024-01-19,spotify:album:6cxPIxP5f3LBtDcTzz9YhV,"['0NB5wv4kn6A919CLHUKRmk', '1tPQcKxMrvf09Ry8zk68gt', '1CKLOLezvcRuPRzOiGvxS1', '4OKS4k4lBy2KOeftVHJDXu', '0dglu68sb1lWf1ACF9uOb6']",1
38P68ZCxri4SUQXSK15CxW,Não Recomendo (Ao Vivo),single,2023-11-28,spotify:album:38P68ZCxri4SUQXSK15CxW,['2Z0lRIqr997lIUiPtrpKCr'],1
1SzYchODhkUqPcSNR2HKh0,Anestesiado (Ao Vivo),single,2023-11-16,spotify:album:1SzYchODhkUqPcSNR2HKh0,['3hq7WoPJsrRP0KMSLhUgRz'],1
0S3pM5Z9LfLBU6IdYFJxiA,Baile do Bruxo (DELUXE),album,2023-12-22,spotify:album:0S3pM5Z9LfLBU6IdYFJxiA,"['4s3lxX76LwxzMdQEAFYdzv', '2qATSoNFfzMaTEZFfJpG4c', '2GAcS9WZyORyDBzd5bwfU5', '70l3FIdU2mVxemr3ahhgFs', '1Vnwxb3UkZxMF4S3J6hxAS']",16
3nwyZyralFOdRGEyNMjSJX,POCPOC,single,2023-11-23,spotify:album:3nwyZyralFOdRGEyNMjSJX,['5wbf52LA6kcaboHSN6NEF1'],1
3dxJyVfI7myBAZjiekJCto,Daqui pra Sempre,single,2023-09-22,spotify:album:3dxJyVfI7myBAZjiekJCto,"['0CdnnCbbKD4oIzBmxi2o7r', '2eK9gcJQ6uqVvJL63dnOM3']",1
6HIPvZhnf9Pb6rFLQb7vmD,Baby Eu Tava na Rua da Água,single,2023-12-01,spotify:album:6HIPvZhnf9Pb6rFLQb7vmD,"['2CotyFTVKWR1jJLPTrrjdu', '5MH9v8KacsyTetJmnrAO1W', '1APqNiQUA2XpwLEbywSWmZ']",1
7tINLJQHyDGmx24RMv63KH,"062, Vol. 1 (Ao Vivo)",single,2024-01-18,spotify:album:7tINLJQHyDGmx24RMv63KH,['1LIuN7ov1IBQDdLsU83ojl'],3
1uaWBRr8TaO8vCLso2waUO,Passada de Mão (Ao Vivo),single,2024-02-01,spotify:album:1uaWBRr8TaO8vCLso2waUO,"['4NUePmzDvCYqilXBFa91Hg', '2CKOmarVWvWqkNWUatHCex']",1
3a6T0jJ6mF4KpBYvKH5o7Z,"Escolhas, Vol. 2 (Ao Vivo)",album,2023-06-22,spotify:album:3a6T0jJ6mF4KpBYvKH5o7Z,['487N2T9nIPEHrlTZLL3SQs'],13
1w5McUqm1LoGFBynpndS6x,Canudinho (Ao Vivo),single,2023-08-30,spotify:album:1w5McUqm1LoGFBynpndS6x,"['7MiDcPa6UiV3In7lIM71IN', '2CKOmarVWvWqkNWUatHCex']",1
3WGjmOFzUrvNmkiiqevMbJ,Ritmista 1.0,single,2023-11-22,spotify:album:3WGjmOFzUrvNmkiiqevMbJ,"['3joq445M6f168kb3mkp7BB', '0pcoadNMmvrUyab1RxWBoV', '75i9GaW2MJUgt4BkdUnuUY', '592JnViQ2tot63c1SbtgK2', '0cjkWe9VXcECGiOEHFuTfc', '0dNyaMJp0r9zBYG86JgRDI', '5qyPbwqvOEp7FvR1EeTQQ2', '21ELc2P2rA3Cu6xw3VWqvv', '6YzSM19LzpLH0nVKKU6Jsy', '5XUMgbLR3zyRPesnTQY31C', '1QAoT8rjnSPy5pXpu3yiHS', '64DTkZLH6KkkMwZEEZ5VWC']",1
5LjiaU620s0bLVN0zf57O5,DANÇA PRA ME PROVOCAR,single,2023-09-14,spotify:album:5LjiaU620s0bLVN0zf57O5,"['1tPQcKxMrvf09Ry8zk68gt', '1pk1stIyHnuK6lXZ8QiNKt']",1
41iAYv4hU3BL86F0sOTvqp,Tá OK,single,2023-05-04,spotify:album:41iAYv4hU3BL86F0sOTvqp,"['6xlRSRMLgZbsSNd0BMobwy', '2UMj7NCbuqy1yUZmiSYGjJ']",1
50EBa9sCxSSWP1NqkYawcC,Vestido Curto (Ao Vivo),single,2023-12-20,spotify:album:50EBa9sCxSSWP1NqkYawcC,"['3k68C6mNMJL6OaAdWeW2ZF', '6m6e7D2TnV0aYMllFFwMxu']",1
3ZF2KGQ1nS7xSLkS3RNr4i,Perna Bamba,single,2023-12-15,spotify:album:3ZF2KGQ1nS7xSLkS3RNr4i,"['2v5eqze59fqRes2e5QVGhf', '7KVJCU4z5L4EUHILL8aMxR']",1
2qu44hB5GkwiKF9v4eQvPi,FRXV (Ao Vivo),album,2023-12-15,spotify:album:2qu44hB5GkwiKF9v4eQvPi,['7gJN8W0589FisSYJS17K54'],36
2LwT0vZAXJCOciOvTbAZdf,"Let's Bora UDI, Vol. 2 (Ao Vivo)",album,2024-01-25,spotify:album:2LwT0vZAXJCOciOvTbAZdf,['41QLxRXlc2NwfJZkHGHKid'],11
6dLbMoAtDmX8XHZQPAFKUK,Diferentão (Ao Vivo),album,2023-05-12,spotify:album:6dLbMoAtDmX8XHZQPAFKUK,['4NUePmzDvCYqilXBFa91Hg'],21
25jNsrO9DHmCnQ6vQ4vVTL,Raiz Goiânia (Ao Vivo / Deluxe),album,2024-02-16,spotify:album:25jNsrO9DHmCnQ6vQ4vVTL,"['6TYimByryGphZCtwYopH0y', '7DmKgIhj9hUClv6a1iF4Q3']",26
0pmNWSBnKRJOKnmpTaatCU,Haja Colírio (feat. Hugo & Guilherme) [Ao Vivo],single,2022-06-23,spotify:album:0pmNWSBnKRJOKnmpTaatCU,"['6m6e7D2TnV0aYMllFFwMxu', '1LIuN7ov1IBQDdLsU83ojl']",1
6gD7TtJDcrWlAVD3j8nPj5,Tem Café,single,2023-11-24,spotify:album:6gD7TtJDcrWlAVD3j8nPj5,"['6wduHvHCH5QZtWs6ULilDM', '6Z9eUCDtjeQRAp4eZhTztf', '6ysi6BecWzevAJ3HYaZNMS']",1
0Y155jKOJ2vlUoEciN4rXa,A Nova Geracão 1.0,single,2023-12-22,spotify:album:0Y155jKOJ2vlUoEciN4rXa,"['6Sd1XwsvdpkDsgwjz0LTX7', '6sFRadg88wiacDp0uIQ6VW', '26vrg0gHyPj421KtuJ5HU9', '2EvJpjISn1Emk9OXpKzTLY', '2uhFmi2SB6aFbgMqvAjv1i', '3Ox3B3axZGNt5FtMDAXJou', '5VxZy2gh3ApfNeyBku3uit', '4fkLPpX0aKo3DgvT2CLcaZ']",1
7hrnAjPZBPpzDuu1fZCyPR,Postura,single,2023-08-11,spotify:album:7hrnAjPZBPpzDuu1fZCyPR,"['6u3oPV9fJJnIOKvKMoROmG', '45MLFvHRAGIOvnslTnzS8C']",1
2xFSJvIiKKOKO9l8xykbch,Serestão do Ferinha,album,2023-07-28,spotify:album:2xFSJvIiKKOKO9l8xykbch,['7KdmibNmW5J0q5YtGnJqQ8'],10
3CyyK7rwOGqLFu10LWQITV,Conteúdo Adulto,album,2023-11-24,spotify:album:3CyyK7rwOGqLFu10LWQITV,['7qxSPHgd4lPNkrMLXrRlqp'],11
1jElzLi27vaY1p5JPyeVQU,5 Da Manhã (Ao Vivo Em Goiânia),single,2023-09-07,spotify:album:1jElzLi27vaY1p5JPyeVQU,"['0NiaKn55OzJswiYevvlKfz', '4JNo6Q5KdcRf1vtSX9mB0S']",1
7kai3hgop4FikRG6ffly76,"Vencedor, Vol. 19",album,2008-05-19,spotify:album:7kai3hgop4FikRG6ffly76,['6Kps94g1Npexh3LrinIOvC'],13
2ecr5A9t139u8e8h8Ak5vI,O Tanto Que É Bão,album,2011-01-01,spotify:album:2ecr5A9t139u8e8h8Ak5vI,"['5xduTT7FbesL8fMuEKIqtB', '1j0ndCVtyHv6snqojFBeyW']",12
1HjKcASgJARq5urkK8BHxv,Bloco Que Parafernália,single,2023-11-13,spotify:album:1HjKcASgJARq5urkK8BHxv,['1Er4Gugqak0rMgqCV1kt01'],1
33p5abqi0OdWz2pnsYWPQc,Incomparável,album,2022-12-09,spotify:album:33p5abqi0OdWz2pnsYWPQc,['3TJGVUkSJzk5ZPixMFczZX'],10
3KbuCPion6RqgTCrLigEJq,Mala dos Porta-Mala (Ao Vivo),single,2023-07-08,spotify:album:3KbuCPion6RqgTCrLigEJq,"['7MiDcPa6UiV3In7lIM71IN', '2Z0lRIqr997lIUiPtrpKCr']",1
5iz3ooADhhU2gQP76pxqyV,Quem É o Louco Entre Nós,single,2023-05-10,spotify:album:5iz3ooADhhU2gQP76pxqyV,['1xUYzPQi0zdezdLkEjuqQH'],1
1lGufkENuPKhs8ELOoFZ5q,RAIZ,album,2023-03-30,spotify:album:1lGufkENuPKhs8ELOoFZ5q,['4JNo6Q5KdcRf1vtSX9mB0S'],16
2zW3MixUagPKvJjIY6oI8s,Groove de Ponto 40° Graus (Verão Maluco),album,2023-11-24,spotify:album:2zW3MixUagPKvJjIY6oI8s,['660GZoqQF1uwCn5eWgQsOL'],9
54W7v0wwVhbrc4HfwtsutS,Sofrência Ou Fuleragem? (Ao Vivo / Parte 2),single,2023-11-15,spotify:album:54W7v0wwVhbrc4HfwtsutS,"['7KVJCU4z5L4EUHILL8aMxR', '7cmuxPnXRJxwuYDHfbD8Eu']",4
7iNuWHFd2zVWHwJsftW43D,Seresta do HC 3.0,album,2023-10-06,spotify:album:7iNuWHFd2zVWHwJsftW43D,['1f0uTZ6roXfWpYsN8V1QqM'],12
3aNlBRGaOmP7SWxfb2EsT1,Pula Pula,single,2023-12-29,spotify:album:3aNlBRGaOmP7SWxfb2EsT1,"['269SFZr8uoaZhf2KH1mQ02', '1Er4Gugqak0rMgqCV1kt01']",1
17noeiLlv35PJi4QcKqv7W,Pra Quebrar a Cara,single,2023-09-15,spotify:album:17noeiLlv35PJi4QcKqv7W,['1SXhEXzOTF7YeuQX59m7pT'],5
6XojIU096LFXhn3pi5DTKy,Rufo Rufo,single,2023-12-22,spotify:album:6XojIU096LFXhn3pi5DTKy,"['6sFRadg88wiacDp0uIQ6VW', '20MbZeDJcbXxkcZWumh9rC', '0qd6PcRTNBnjMDMdLAIIg1']",1
4wSD03fWtinC3FRAZuEOo9,Verão Doce,single,2023-12-25,spotify:album:4wSD03fWtinC3FRAZuEOo9,['074zrnA9SL424EnrYgoKmq'],4
5RvHahUZYkGJIS16oAndwy,Seresta do HC 4.0,album,2023-12-11,spotify:album:5RvHahUZYkGJIS16oAndwy,['1f0uTZ6roXfWpYsN8V1QqM'],14
4GEKE1p87kk2tSgMAvubVl,Diferentão,album,2023-12-15,spotify:album:4GEKE1p87kk2tSgMAvubVl,"['2v5eqze59fqRes2e5QVGhf', '7KVJCU4z5L4EUHILL8aMxR']",7
1lj1XHnMGYxp6HGst1l6qz,Na Máxima,album,2023-10-25,spotify:album:1lj1XHnMGYxp6HGst1l6qz,['6u3oPV9fJJnIOKvKMoROmG'],9
5O0b8H9GALodSyAhozlNNR,Você Mereceu (Ao Vivo),single,2023-07-14,spotify:album:5O0b8H9GALodSyAhozlNNR,['2eK9gcJQ6uqVvJL63dnOM3'],1
1th4t7ttUsmkj0OvSLrq5A,A Cor do Amor,single,2023-09-15,spotify:album:1th4t7ttUsmkj0OvSLrq5A,"['2V9RQWP2Dk6IEauL7D14vE', '0l82Lk1LX5X2qqYuPSXTuf']",1
3DKLn7HZgyaK7zNfhi6pbG,Sofrência Ou Fuleragem? (Ao Vivo / Parte 1),single,2023-08-25,spotify:album:3DKLn7HZgyaK7zNfhi6pbG,"['7KVJCU4z5L4EUHILL8aMxR', '1SXhEXzOTF7YeuQX59m7pT']",3
6FEJSBFIqZe9GYN2xaAP52,Macetando,single,2023-12-15,spotify:album:6FEJSBFIqZe9GYN2xaAP52,"['7dzq55YG3wjViqexDwiycQ', '3CDoRporvSjdzTrm99a3gi']",1
0LdKyQC0G5mf1pxlG19O6y,O Doutor Da Putaria,single,2023-12-22,spotify:album:0LdKyQC0G5mf1pxlG19O6y,['62V0z5shLlvQxXk6EIyrKl'],3
1sYK8BQ6io4yICTkMFw33x,Seresta do VF,album,2023-10-06,spotify:album:1sYK8BQ6io4yICTkMFw33x,"['3TJGVUkSJzk5ZPixMFczZX', '2uOlKKhuUUWlTITCYYUuIK']",17
68yIT3uszjIJKmOhzXNZto,Bota pra Virar,single,2023-10-20,spotify:album:68yIT3uszjIJKmOhzXNZto,['5f7cQBZuBWNeBmglwIWj6a'],1
1PXfSh5mWESctPxlGnxcaq,Black Style (Ao Vivo em Malhadas),single,2023-08-23,spotify:album:1PXfSh5mWESctPxlGnxcaq,['0MwGDCIG2tkpyivpP06FQN'],5
7fuusRu1THymUbhvt3I7ae,"Repertorio Novo, Vol.4",album,2023-12-25,spotify:album:7fuusRu1THymUbhvt3I7ae,['3TLymZgzXpRnIeUGreG8ZV'],7
7k4BjanCOrux2pRaqcm99f,Macaco Sessions: Rachel Reis,album,2023-12-09,spotify:album:7k4BjanCOrux2pRaqcm99f,"['12i4XNuGj3mOnIsmeyw1HR', '2MeRUZA62b85P4U5DcdzZ9']",22
1KflBM4cATauNUZLCWXa7m,Rei Delas,album,2023-10-10,spotify:album:1KflBM4cATauNUZLCWXa7m,['5qeUuEQ1lGtaOQuCOoqCEJ'],10
54W7v0wwVhbrc4HfwtsutS,Sofrência Ou Fuleragem? (Ao Vivo / Parte 2),single,2023-11-15,spotify:album:54W7v0wwVhbrc4HfwtsutS,['7KVJCU4z5L4EUHILL8aMxR'],4
2CnSAXtQ0Eqr2ExQII9jPP,Muito Querido Entre As Novinhas,album,2023-11-14,spotify:album:2CnSAXtQ0Eqr2ExQII9jPP,['2jdAv7LcAuonkNpXv9wien'],10
05hZqVAnReyvM1GXpHktds,Senta na Peça do CAC,single,2023-06-13,spotify:album:05hZqVAnReyvM1GXpHktds,['1P9dyyTaHhnBxU9XPuKPgr'],1
3Hm805Bj72CboaLxaCJnqC,"Escolhas, Vol. 1 (Ao Vivo)",single,2023-02-16,spotify:album:3Hm805Bj72CboaLxaCJnqC,['487N2T9nIPEHrlTZLL3SQs'],6
2tzWqlwx6cN41OVvZIvFth,Baile do Bg 2.0: Toma Ferro de Novo / Só Macetada Forte / Pop 110 / Toma Colocadinha / Faz a Bandejinha / De Novinho Só Tem Nome / Crias do Joguinho / Posição de Cavalona,single,2023-11-28,spotify:album:2tzWqlwx6cN41OVvZIvFth,['2uhFmi2SB6aFbgMqvAjv1i'],1
6xEQCSfF4tfyAFcQMNdBqy,Sem Limites,album,2023-11-04,spotify:album:6xEQCSfF4tfyAFcQMNdBqy,['7yPoxj2lXWy7J4ixQHVubk'],18
32W4niZLdaaIWUMBf4yGmB,Não Vitalício (Nunca Mais) [Ao Vivo],single,2023-02-03,spotify:album:32W4niZLdaaIWUMBf4yGmB,"['2Z0lRIqr997lIUiPtrpKCr', '0BHm7qbh3ENxvXzkQAG7MP']",1
6KZBTSp5ow7LlmP3TDgBel,Na máxima 2.0 AO VIVO,album,2024-02-09,spotify:album:6KZBTSp5ow7LlmP3TDgBel,['6u3oPV9fJJnIOKvKMoROmG'],13
2GnVKBwgGzfCQpN1puW4AM,Nascendo de Novo (Ao Vivo),album,2023-10-13,spotify:album:2GnVKBwgGzfCQpN1puW4AM,"['3VZXmYrB3MxMfTZKIVZA1J', '7KVJCU4z5L4EUHILL8aMxR']",9
7DJRE7jUlwoEZu2Muc1xYP,Diego & Victor Hugo Ao Vivo Em São Paulo,album,2023-01-19,spotify:album:7DJRE7jUlwoEZu2Muc1xYP,['3k68C6mNMJL6OaAdWeW2ZF'],23
5JuOz1eb4ld1eJrmf8R72a,Esquentando Os Médios,album,2023-11-14,spotify:album:5JuOz1eb4ld1eJrmf8R72a,['1hp3uW34gUrSJCqntIpkuH'],9
3a6T0jJ6mF4KpBYvKH5o7Z,"Escolhas, Vol. 2 (Ao Vivo)",album,2023-06-22,spotify:album:3a6T0jJ6mF4KpBYvKH5o7Z,['487N2T9nIPEHrlTZLL3SQs'],13
1wbwFwpd9WAufgqgS6sZJn,Pittybull Autenticado (Verão Quente),album,2023-12-15,spotify:album:1wbwFwpd9WAufgqgS6sZJn,['1zAkmiNpJyMPsXrInRrGiq'],8
5u9JxohIzAYCPE53Ev4uiN,Numanice (Ao vivo),album,2021-01-29,spotify:album:5u9JxohIzAYCPE53Ev4uiN,"['3CDoRporvSjdzTrm99a3gi', '1fUSLFr4WUBx7joEcGwpvG']",14
4XsSROI2jL2g2Wbg7Ilxbo,Bloquinho Putetê 1.0,single,2023-12-18,spotify:album:4XsSROI2jL2g2Wbg7Ilxbo,['3SPD78GmxdZicqh5Yk056N'],1
0DPsEpVRLlu8yZ0hFRIxxw,Última Noite (Ao Vivo),single,2023-10-27,spotify:album:0DPsEpVRLlu8yZ0hFRIxxw,"['47uyFQHOD02S0lj9ptRpoB', '3qvcCP2J0fWi0m0uQDUf6r']",1
1YNVHta8ZbllJYZ9qrGBD9,Ao Vivo em Manaus,album,2018-01-24,spotify:album:1YNVHta8ZbllJYZ9qrGBD9,"['25weUzxLCt8OwFTMSmif8X', '3qR0dzD7hU005nuz4Msoba']",17
4R9sKA6OuEnCNq9GIpNU73,Deu Samba Na Toada (Ao Vivo),album,2019-05-11,spotify:album:4R9sKA6OuEnCNq9GIpNU73,['25weUzxLCt8OwFTMSmif8X'],16
7hHqvFO0htzKG7n70zXvHs,"I Love You, Mas Num Fresque Não",single,2022-10-13,spotify:album:7hHqvFO0htzKG7n70zXvHs,"['33ZYvlC9Qs0gtyBWY6GOik', '08Cb5OwPZ7SrS19MNYaHqz', '6xrc4RXcso9uKlYWlIANPU']",1
1oSxaTFvPO0onJ3hB8D4Yf,Garantido por Toda Vida,album,2023-03-19,spotify:album:1oSxaTFvPO0onJ3hB8D4Yf,"['1v0Qxl9N6zVc4zL023szAJ', '67G7A34oz5qDRzcSsEVonF']",15
5prfGt10pwrpJbnNuOlGTL,O Brado do Povo Guerreiro,album,2023-04-29,spotify:album:5prfGt10pwrpJbnNuOlGTL,"['0FMV4DOyK9yxgyn0FupBXk', '7pfh1fGH1d8smlSon9h0jF', '1xsv5MEj5bOCccOaKDbp5h']",17
43JMDT0XyrzQBH9HKRWgaB,Rilex (Ao Vivo),album,2020-12-04,spotify:album:43JMDT0XyrzQBH9HKRWgaB,['55byrAnZecC2ayVYVihw9b'],11
2ogO0pTtWjhPnprlHZneHp,Férias do Japa,single,2023-12-22,spotify:album:2ogO0pTtWjhPnprlHZneHp,['55byrAnZecC2ayVYVihw9b'],5
6y0IEyfVPHS4yWjJClyL9B,Novembro do Ideal,album,2023-10-19,spotify:album:6y0IEyfVPHS4yWjJClyL9B,['5x1X6tMrU5IyYoX8Ro7ey8'],9
6fAbzpdXHLW0OqdnMzI504,Chama Que Vem,single,2020-12-18,spotify:album:6fAbzpdXHLW0OqdnMzI504,['54MgQYO6n89kYyykYpYwzJ'],1
6QWmIGUIKxpMphCOQb5s6b,GARCIA,album,2023-03-31,spotify:album:6QWmIGUIKxpMphCOQb5s6b,"['6sLPSvN2Z4R1ndAS068ibP', '6aXHEtswFvSFtstG4jTsEU', '1TblNIhFNuu2fTJbTp6rDp']",9
7u0kFhYARNjHVhl6cWCTvA,Chama,single,2023-08-31,spotify:album:7u0kFhYARNjHVhl6cWCTvA,"['6aXHEtswFvSFtstG4jTsEU', '3bgFgu57tkJSn1ONpK9Gs3']",1
7uS18YU98qkGz0zrRNYuYx,Amazônia: Nossa Luta em Poesia,album,2022-04-29,spotify:album:7uS18YU98qkGz0zrRNYuYx,"['0FMV4DOyK9yxgyn0FupBXk', '7pfh1fGH1d8smlSon9h0jF']",13
4kOyNVMQ2ve1jnEPajq9ua,TecnoShow,album,2022-12-15,spotify:album:4kOyNVMQ2ve1jnEPajq9ua,['5kn7l4yaJxtNhj583LmL9L'],8
3xR49vqFimEPnvt24en3E7,"A Rainha das Aparelhagens, Vol. 3",album,2016-03-10,spotify:album:3xR49vqFimEPnvt24en3E7,['6syywN4FcSZEBwaEV7EsNq'],15
26JaWuaNRqKIpDR0j2yhiT,Psycho Bagaceira,album,2016-05-07,spotify:album:26JaWuaNRqKIpDR0j2yhiT,['6Zli2GcnkgmDJgBSdUVjAC'],15
3rfGjhiDk792g5MknDdDMT,Naka & os Piranha,album,2020-12-18,spotify:album:3rfGjhiDk792g5MknDdDMT,['6Zli2GcnkgmDJgBSdUVjAC'],10
1c3vkc6CB3pOxcA10NWDLI,Banda Meu Xodó,single,2020-08-17,spotify:album:1c3vkc6CB3pOxcA10NWDLI,['0Dv7Q8VjY9xCOZQzW3nL4Y'],5
3L0SNlcdDdWKYeJuNBjsCL,Tipo Hollywood (Banda Meu Xodó Remix),single,2024-01-11,spotify:album:3L0SNlcdDdWKYeJuNBjsCL,"['2nVjuOdmBnSSA1nPLvzxgm', '0Dv7Q8VjY9xCOZQzW3nL4Y']",1
1657tilCaWBZThBng4CvJG,Rabo de Vaca (Ao Vivo),album,2011-12-31,spotify:album:1657tilCaWBZThBng4CvJG,['6Rgap5iOhafMwjrvfZk40M'],15
1657tilCaWBZThBng4CvJG,Rabo de Vaca (Ao Vivo),album,2011-12-31,spotify:album:1657tilCaWBZThBng4CvJG,['6Rgap5iOhafMwjrvfZk40M'],15
5nMHrWQV8ILb6QnEOxssNA,Devendo e Luxando,single,2021-07-02,spotify:album:5nMHrWQV8ILb6QnEOxssNA,['5x1X6tMrU5IyYoX8Ro7ey8'],1
2mkkQnSq04wXN46QWRW2QX,Amazônia do Povo Vermelho,album,2022-05-01,spotify:album:2mkkQnSq04wXN46QWRW2QX,"['1v0Qxl9N6zVc4zL023szAJ', '0ssk0iHind9J9R9tGJtiZk']",16
0IRRw9EYQC93d9n3HIs3DJ,A Poética do Imaginário Caboclo,album,2017-04-22,spotify:album:0IRRw9EYQC93d9n3HIs3DJ,['0FMV4DOyK9yxgyn0FupBXk'],26
7lLjDECsr4tJUs0BEulGbU,Cintilante (Ao Vivo / Vol.2),album,2023-10-20,spotify:album:7lLjDECsr4tJUs0BEulGbU,['2eK9gcJQ6uqVvJL63dnOM3'],9
3dxJyVfI7myBAZjiekJCto,Daqui pra Sempre,single,2023-09-22,spotify:album:3dxJyVfI7myBAZjiekJCto,"['0CdnnCbbKD4oIzBmxi2o7r', '2eK9gcJQ6uqVvJL63dnOM3']",1
6THS2SxEna3SEPoo0oQXTo,Joelma,album,2016-04-29,spotify:album:6THS2SxEna3SEPoo0oQXTo,['1zBQcVejUqu9ujTXTgMQyM'],14
2dmlFvtOu5sd5ktVMiNMNZ,Pane no Sistema,single,2023-10-06,spotify:album:2dmlFvtOu5sd5ktVMiNMNZ,"['4v4g6B3AmczdtPlNE4t39X', '3whgFbrRxsOmYVrq3t4hCY', '7skt0YXuBGQZr4LGkyTShp']",1
1w5McUqm1LoGFBynpndS6x,Canudinho (Ao Vivo),single,2023-08-30,spotify:album:1w5McUqm1LoGFBynpndS6x,"['7MiDcPa6UiV3In7lIM71IN', '2CKOmarVWvWqkNWUatHCex']",1
59qldBzRiQutEYO1hqxw7H,Faz um Vuk Vuk (Teto Espelhado),single,2023-07-20,spotify:album:59qldBzRiQutEYO1hqxw7H,"['2UMj7NCbuqy1yUZmiSYGjJ', '3DIMAAaWSlVl1YQ9nsQmUN', '4JA9UvIYD3D5kL7utiGJMI']",1
3tiCb0CX8WJRbFQsozJIXi,Aug-21,album,2021-09-21,spotify:album:3tiCb0CX8WJRbFQsozJIXi,['4ysx5RkXC444BzidEsa7xk'],16
46E4BNstEVTPWbxxcPC4Ld,No Passinho do Marginal,single,2023-11-24,spotify:album:46E4BNstEVTPWbxxcPC4Ld,"['7kXgIqbOdGpi1n4cjOukbw', '45PemM14HiFUPuz7aRSb9Q']",1
1121oao2lBVzRP4G6CxE6a,Furduncinho do Rogerinho,single,2023-07-27,spotify:album:1121oao2lBVzRP4G6CxE6a,['5JbQpbeFaKfuZVFzKwaawP'],1
2xFSJvIiKKOKO9l8xykbch,Serestão do Ferinha,album,2023-07-28,spotify:album:2xFSJvIiKKOKO9l8xykbch,"['7KdmibNmW5J0q5YtGnJqQ8', '3TJGVUkSJzk5ZPixMFczZX']",10
0vpTpSmRtZHplGUf4019BS,tudo é mt distante,album,2023-03-17,spotify:album:0vpTpSmRtZHplGUf4019BS,['5cKYzOJ8HSM7eKSP3FkvVX'],12
6v3Gy1KXnDg0pYTmh1cc9Z,"Pablo 20 ANOS, Pt.1 (Ao Vivo)",album,2023-11-17,spotify:album:6v3Gy1KXnDg0pYTmh1cc9Z,"['2uOlKKhuUUWlTITCYYUuIK', '5B1BR71Q9cBvvoNocPSHiL']",12
0a02CeQ7oVmpTgAJqlstdH,202,single,2022-12-01,spotify:album:0a02CeQ7oVmpTgAJqlstdH,['6HA9MbaJM689BaTmx2MHdR'],1
4d8sIBmiBYG1tM0h1rauKN,"Daqui pra Sempre, Vol. 01",single,2023-10-13,spotify:album:4d8sIBmiBYG1tM0h1rauKN,['0CdnnCbbKD4oIzBmxi2o7r'],3
2xk1h3mVMY58ra8YNaiiAg,Rapariga da Minha Vida,single,2023-12-14,spotify:album:2xk1h3mVMY58ra8YNaiiAg,"['5mkVUbjeMxfKKjqL1mhplz', '5R18GNmvBWGTfBAG0Xy8WT']",1
