album_id,album_nome,album_tipo,data_lancamento,uri,artistas_nome,nr_musicas
4gFKleEB73QPoR9vjb55hs,Meu Pai Paga Minha Faculdade / Levante o Litro Aí / Abre o Porta Malas / Zoar e Beber / Só Papai / Festa na Piscina / Ele Ta Bebo / Vai Correndo Atrás / Forró Só Presta Assim / Eu Quero Ir pro Forró (Ao Vivo),single,2023-05-10,spotify:album:4gFKleEB73QPoR9vjb55hs,['7GF9ICVyUg5e7gcOgCk7uA'],1
78B1audTFAoMXlPmgMW56D,VF Apaixonado - Pt.2 (Ao Vivo),album,2023-08-11,spotify:album:78B1audTFAoMXlPmgMW56D,"['3TJGVUkSJzk5ZPixMFczZX', '2uOlKKhuUUWlTITCYYUuIK']",8
15QIhwwLuiVzQwi2Oj16fu,Não Me Bloqueia (Ao Vivo),single,2023-11-15,spotify:album:15QIhwwLuiVzQwi2Oj16fu,"['5K8Rmjmf4RZFffz94EmBRt', '5B1BR71Q9cBvvoNocPSHiL']",1
0dvAfkn7JNYWS4R9gSUsDU,Deluxe Two,album,2020-04-02,spotify:album:0dvAfkn7JNYWS4R9gSUsDU,['1DbyawMbFgohkYC9A2f6zK'],16
6gD7TtJDcrWlAVD3j8nPj5,Tem Café,single,2023-11-24,spotify:album:6gD7TtJDcrWlAVD3j8nPj5,"['6wduHvHCH5QZtWs6ULilDM', '6Z9eUCDtjeQRAp4eZhTztf', '6ysi6BecWzevAJ3HYaZNMS']",1
6wX50OaBFb7i0hpGcdUQKo,O Bom é Ser Bom,album,2023-09-29,spotify:album:6wX50OaBFb7i0hpGcdUQKo,['6yEKZXXjkBPBcAQAFdvSlz'],15
7iNuWHFd2zVWHwJsftW43D,Seresta do HC 3.0,album,2023-10-06,spotify:album:7iNuWHFd2zVWHwJsftW43D,['1f0uTZ6roXfWpYsN8V1QqM'],12
5jMfkmURBl2PWFCXf1lmSL,Um Ex Amor,single,2023-11-24,spotify:album:5jMfkmURBl2PWFCXf1lmSL,['6pNNbixzbEeQvi5jMaxugZ'],1
1H7CVkm21AnfPXW2mda8At,Pensando em Ser Criança,album,1998-04-03,spotify:album:1H7CVkm21AnfPXW2mda8At,['4peVIFKsrKLmw9JuTkqHpY'],10
2Rzlvd0ucPQKEaPMIERpaF,Tome Forró,album,2023-10-27,spotify:album:2Rzlvd0ucPQKEaPMIERpaF,['48HORs6F9P7IgdyKrk4MZC'],11
2ai4TkdSzTpDY0WRLUXcx6,No Teatro da Vida (Ao Vivo),album,2017-12-30,spotify:album:2ai4TkdSzTpDY0WRLUXcx6,"['1ujxO59U7hYuI9F4dqt7yo', '4ZkgVpqVJbD4mFIwJsfG1Z']",25
0CjUh3rDYmxLVBcCj6DdAZ,Sem Tempo Definido,single,2021-01-15,spotify:album:0CjUh3rDYmxLVBcCj6DdAZ,['5cKYzOJ8HSM7eKSP3FkvVX'],5
5mFbRtI39Lf04HHLtoEm1Y,FUTURO FLUXO,album,2023-11-09,spotify:album:5mFbRtI39Lf04HHLtoEm1Y,"['7rXMvXRnWHaSwnVvPeUUfw', '0f1IECbrVV952unZkzrsg2', '5H3IVg3012xSskH8ZjKwDg']",13
4gTpoHQozYg3jI7KTbFsfx,Baile do Bruxo,single,2023-09-29,spotify:album:4gTpoHQozYg3jI7KTbFsfx,"['4s3lxX76LwxzMdQEAFYdzv', '0NB5wv4kn6A919CLHUKRmk', '2qATSoNFfzMaTEZFfJpG4c', '4ACGdFl6mPI3lntaYef1gc', '3qjoOrsHcxhgKyBsh4ZOEn']",6
1x8PBSEvx9oYxYzIczWTVn,AMOUR BEIJA FLOR,album,2023-06-22,spotify:album:1x8PBSEvx9oYxYzIczWTVn,['5wTQg4WsivNx3LwPoM50Af'],10
42CJ1awbR9yaCm8cqTzdbP,Negona,single,2023-11-30,spotify:album:42CJ1awbR9yaCm8cqTzdbP,"['6ODCVWBfGNFUf1bpo0c2Ge', '5Gv1C1LY8pWiYcfcdjSNMT']",1
4NUJYV2fygdmIVZCBelgb1,Joga Pra Lua,single,2023-12-15,spotify:album:4NUJYV2fygdmIVZCBelgb1,"['7FNnA9vBm6EKceENgCGRMb', '6xlRSRMLgZbsSNd0BMobwy', '5wbf52LA6kcaboHSN6NEF1']",1
3LLqFXeZt4AdVe9GdBes9y,UM Quebrada Inteligente,album,2023-07-13,spotify:album:3LLqFXeZt4AdVe9GdBes9y,"['05qCf6M7E7AxizHVmrcPqh', '13yQqjPy4Esq0Ru3R1fipU', '5Gv1C1LY8pWiYcfcdjSNMT']",7
0Yzslwaxztdnw9nQX0oDdU,Piloto,single,2018-06-12,spotify:album:0Yzslwaxztdnw9nQX0oDdU,['5Znx4PG5UsUitigaJnmZX3'],1
51kAalNphK3VMQJNA0KzzL,Ombrim (ai que delicia o verão) (feat. Mts No Beat),single,2023-09-05,spotify:album:51kAalNphK3VMQJNA0KzzL,"['0nFdWpwl7h6fp3ADRyG14L', '4JBL9SoZVzV14jqKe77LGG', '2IhVpxz1wJpQWdAq28nYQ1', '5TNtQJ4H8JLAMAdvppHSq7']",1
3963cMjeQJL3N278ax8twb,Lá na Quebrada,single,2024-01-12,spotify:album:3963cMjeQJL3N278ax8twb,"['4ACGdFl6mPI3lntaYef1gc', '75i9GaW2MJUgt4BkdUnuUY', '6zGPa2tLMJ5HQYUddZI8di', '1cYhx7ZOhYoVmnDPb9KMwo', '4PLdCloYxu2bMKfuuB9lI5', '0mQoWD18BxzhN8kr1cNwgQ', '0pcoadNMmvrUyab1RxWBoV']",1
4pTd3gXvJKxLClVdXVhi8G,Reivete-se 3.0,single,2023-12-15,spotify:album:4pTd3gXvJKxLClVdXVhi8G,"['7dzq55YG3wjViqexDwiycQ', '3CDoRporvSjdzTrm99a3gi']",3
5LjiaU620s0bLVN0zf57O5,DANÇA PRA ME PROVOCAR,single,2023-09-14,spotify:album:5LjiaU620s0bLVN0zf57O5,"['1tPQcKxMrvf09Ry8zk68gt', '1pk1stIyHnuK6lXZ8QiNKt']",1
6X6fJQaiayvCJwKJBp2IXi,#semfronteiras,album,2019-12-31,spotify:album:6X6fJQaiayvCJwKJBp2IXi,['6r2Jxpiepf5Yc7SdvK4w0K'],16
7yo6XUy0JbHVLL8p5kYTZV,PiraruCool,single,2023-10-20,spotify:album:7yo6XUy0JbHVLL8p5kYTZV,"['5kn7l4yaJxtNhj583LmL9L', '0jTDeBJQr3unrK29LklnAv', '1cHmaXK1swLBgd3TDo60sh']",6
6cxPIxP5f3LBtDcTzz9YhV,Não Vou Namorar,single,2024-01-19,spotify:album:6cxPIxP5f3LBtDcTzz9YhV,"['0NB5wv4kn6A919CLHUKRmk', '1tPQcKxMrvf09Ry8zk68gt', '1CKLOLezvcRuPRzOiGvxS1', '4OKS4k4lBy2KOeftVHJDXu', '0dglu68sb1lWf1ACF9uOb6']",1
6FEJSBFIqZe9GYN2xaAP52,Macetando,single,2023-12-15,spotify:album:6FEJSBFIqZe9GYN2xaAP52,"['7dzq55YG3wjViqexDwiycQ', '3CDoRporvSjdzTrm99a3gi']",1
0YpQAvvm6nJ6fq0sNJltxy,Tá Gostosin,single,2024-01-10,spotify:album:0YpQAvvm6nJ6fq0sNJltxy,"['43jyzP3h86XvtC8FQm4ow3', '78oxdhJ0pr4Dkyk0paWUAf']",1
2iQVaMwqHCSOtQaWvALe80,POLLY HITMADO,album,2023-04-05,spotify:album:2iQVaMwqHCSOtQaWvALe80,['6sFRadg88wiacDp0uIQ6VW'],15
7yvlnTu9zTkkrRGCwUICXc,ARRISCA,album,2023-05-04,spotify:album:7yvlnTu9zTkkrRGCwUICXc,"['3EWwR3BxuCaiYKniPGDjE7', '7dzq55YG3wjViqexDwiycQ']",9
3nwyZyralFOdRGEyNMjSJX,POCPOC,single,2023-11-23,spotify:album:3nwyZyralFOdRGEyNMjSJX,['5wbf52LA6kcaboHSN6NEF1'],1
1x8PBSEvx9oYxYzIczWTVn,AMOUR BEIJA FLOR,album,2023-06-22,spotify:album:1x8PBSEvx9oYxYzIczWTVn,"['5wTQg4WsivNx3LwPoM50Af', '29QKtXMaVczUBDiI3aPBWS']",10
7IkkEKUavQSekkWD7vgOq3,Yin Yang,single,2023-06-08,spotify:album:7IkkEKUavQSekkWD7vgOq3,"['5Gv1C1LY8pWiYcfcdjSNMT', '05qCf6M7E7AxizHVmrcPqh', '55XEJ5O0Gy6wAUANXfXpSS']",6
4C1KWXgdTmom6eWiu0x45k,Dano Sarrada (Remix),single,2023-12-20,spotify:album:4C1KWXgdTmom6eWiu0x45k,"['0nFdWpwl7h6fp3ADRyG14L', '7bDY7ck0pXuKESZtEt1X5d']",1
6gD7TtJDcrWlAVD3j8nPj5,Tem Café,single,2023-11-24,spotify:album:6gD7TtJDcrWlAVD3j8nPj5,"['6wduHvHCH5QZtWs6ULilDM', '6Z9eUCDtjeQRAp4eZhTztf', '6ysi6BecWzevAJ3HYaZNMS']",1
77TVmhsrBT7AVvlqEajZrt,Groove,album,2023-05-24,spotify:album:77TVmhsrBT7AVvlqEajZrt,"['43jyzP3h86XvtC8FQm4ow3', '2O6q06oNcmOIPg1qidSU3C']",13
1dp1LuHP7QsuI2LS40j7M4,Original Brasil,album,2023-10-13,spotify:album:1dp1LuHP7QsuI2LS40j7M4,['7xGwSsxEISjWZGbaXiLN8z'],10
2kGS8bXhlbxaDSkPbYuSsN,Mahmundi,album,2017-05-26,spotify:album:2kGS8bXhlbxaDSkPbYuSsN,['6hfNZcbKvjpOnhhkFVKyt7'],10
6ruTaJyyvcDhUJCMChPfuW,Pede Pra Eu Ficar (Listen To Your Heart),single,2024-01-16,spotify:album:6ruTaJyyvcDhUJCMChPfuW,['6tzRZ39aZlNqlUzQlkuhDV'],1
6ijC1S3LFTvQlrQWkQko3E,Maliciosa (Ao Vivo),single,2024-01-18,spotify:album:6ijC1S3LFTvQlrQWkQko3E,['3CDoRporvSjdzTrm99a3gi'],1
3WLyLlxq0JJMAeiGPpge1S,Pochete,single,2019-12-06,spotify:album:3WLyLlxq0JJMAeiGPpge1S,['7xGwSsxEISjWZGbaXiLN8z'],1
7KLR11ffMXPDqbsXVT9GtG,Silva & Liniker (Ao Vivo),single,2023-09-22,spotify:album:7KLR11ffMXPDqbsXVT9GtG,"['50sftj2oW2iBviA6RkTzsz', '2O6q06oNcmOIPg1qidSU3C']",4
6VJZ0nkYELt8ea9ViC8Vfl,VALEU e OBRIGADO,album,2023-02-02,spotify:album:6VJZ0nkYELt8ea9ViC8Vfl,['5wTQg4WsivNx3LwPoM50Af'],8
13OCcXxtLWCMO9EPxLemj1,HER MIND,album,2023-06-08,spotify:album:13OCcXxtLWCMO9EPxLemj1,['6BXiBj4eAZsiynbcmSRHUs'],13
7GCAjZgKwHBucSRz7rQize,Indigo Borboleta Anil,album,2021-09-09,spotify:album:7GCAjZgKwHBucSRz7rQize,['2O6q06oNcmOIPg1qidSU3C'],11
4aj7OO4L022IGAz5zbQwJZ,AFTER,album,2023-07-27,spotify:album:4aj7OO4L022IGAz5zbQwJZ,"['6tzRZ39aZlNqlUzQlkuhDV', '2M0BRHVrzJ5y20huTCzMJu', '7MEwECUpH1JQzXbRMr0nFz']",10
6THS2SxEna3SEPoo0oQXTo,Joelma,album,2016-04-29,spotify:album:6THS2SxEna3SEPoo0oQXTo,['1zBQcVejUqu9ujTXTgMQyM'],14
4KNN5lVMc1EREJFlbppJqH,Sugar Papi,album,2023-11-03,spotify:album:4KNN5lVMc1EREJFlbppJqH,"['64KEffDW9EtZ1y2vBYgq8T', '4PzYKhC14sTJNEr0dzoo0d']",11
7yo6XUy0JbHVLL8p5kYTZV,PiraruCool,single,2023-10-20,spotify:album:7yo6XUy0JbHVLL8p5kYTZV,"['5kn7l4yaJxtNhj583LmL9L', '1cHmaXK1swLBgd3TDo60sh', '7qmf5YAQYjfjBF9C7kkjzs', '3EWwR3BxuCaiYKniPGDjE7']",6
61bnAZo53stAlV7Moq5pEM,Quer Ser Minha Atriz [Remix Funk RJ],single,2023-08-25,spotify:album:61bnAZo53stAlV7Moq5pEM,"['0t4tLEUHkkktoY9vnaLW3B', '6EsIkeJwPhFIfzJ5l8CGSm', '78Y1NpgD0yMKoBetaYlUzS', '4F8L071IkAkc3QaNKuUReg']",1
1rpZ5lbh30fimLCZvcyh0f,Ritmo dos Crias,single,2023-05-25,spotify:album:1rpZ5lbh30fimLCZvcyh0f,['3i7Bn2SoEkRVEGkdz9o6Yu'],6
6v9Ul1m0zyx9G3uwv8jRhu,Raiz Goiânia (Ao Vivo),album,2023-10-12,spotify:album:6v9Ul1m0zyx9G3uwv8jRhu,['6TYimByryGphZCtwYopH0y'],25
3dxJyVfI7myBAZjiekJCto,Daqui pra Sempre,single,2023-09-22,spotify:album:3dxJyVfI7myBAZjiekJCto,"['0CdnnCbbKD4oIzBmxi2o7r', '2eK9gcJQ6uqVvJL63dnOM3']",1
6THS2SxEna3SEPoo0oQXTo,Joelma,album,2016-04-29,spotify:album:6THS2SxEna3SEPoo0oQXTo,['1zBQcVejUqu9ujTXTgMQyM'],14
43HFwvh0jyW7Ey6iA6vWZg,Melhor Sensação,single,2022-11-21,spotify:album:43HFwvh0jyW7Ey6iA6vWZg,['4EGMHFeFIhk1uUKdO9pk1Q'],5
516R2JN8QXaa1ytZ0b89IK,O Ritmo Que Conquistou o Brasil - Vol.03,album,2002-12-20,spotify:album:516R2JN8QXaa1ytZ0b89IK,['2qXtddeMnGLeLuIfhnJY3P'],20
4g0MFwaDdd3K6VZRCtLvFk,"Disparando o Sucesso, Vol. 4",album,2013-08-01,spotify:album:4g0MFwaDdd3K6VZRCtLvFk,"['6wYo9f6kXFslXYtATvhM86', '3Ubr1h7UwaGnDwcnQg5cBC']",17
7463EZXb387r0mkLAYQvHM,Carabao O Furioso Do Marajó,album,2023-07-24,spotify:album:7463EZXb387r0mkLAYQvHM,['1JESC6Kt3eyYHGz4TwvOV6'],13
5YrsKMAUYPQgegfBjjIWM0,Olha Bem pra Mim,single,2021-03-29,spotify:album:5YrsKMAUYPQgegfBjjIWM0,['1p2aDZsmPNSKQynqjXN7Hj'],1
39Pm9fAaQLJJIf96lZFTid,Pressentimento,single,2023-06-14,spotify:album:39Pm9fAaQLJJIf96lZFTid,['3JZpiXn2wDdu2Ewj4UjvqV'],1
5kmSkvWYwTykPKGxdN7GVM,Momentos e Lembranças,album,2014-10-22,spotify:album:5kmSkvWYwTykPKGxdN7GVM,['4WudSn9b3V05mnxaH9uNks'],22
0IucRnfrQ4VNAL7VJnlgtl,Hit 2023,album,2022-10-14,spotify:album:0IucRnfrQ4VNAL7VJnlgtl,['4aI6jDLkxjcSR1PpuJ7Vk9'],8
4SuCyRZxqkqfgCyL1NHm5V,O Traficante - o Astro Pop do Brega,album,1999-05-01,spotify:album:4SuCyRZxqkqfgCyL1NHm5V,['3qR0dzD7hU005nuz4Msoba'],16
77V6l27iT9qJKDcnCATwff,Um Dia,single,2023-08-25,spotify:album:77V6l27iT9qJKDcnCATwff,['6wYo9f6kXFslXYtATvhM86'],1
40dHfK5l6u8abVgWN00Lks,Imagem do Prazer,single,2023-02-27,spotify:album:40dHfK5l6u8abVgWN00Lks,['5mW39VdCIwXOmfW5Tdn6T7'],1
4qKvFqD5KbDw9dikK7EVwI,Gang do Eletro,album,2013-03-26,spotify:album:4qKvFqD5KbDw9dikK7EVwI,['4KBEMlSRtexYKdbLcYeFUi'],10
6fr90nQ0zUdY5XgPahMaDW,O Gênio do Calypso,album,2001-07-01,spotify:album:6fr90nQ0zUdY5XgPahMaDW,['3qR0dzD7hU005nuz4Msoba'],11
78eriRZMIB7qMwDV6X8Tdx,"Programa Carlos Santos, Vol. 3",compilation,1997-01-01,spotify:album:78eriRZMIB7qMwDV6X8Tdx,['27IVNktOgIiH3Ucd2o2qnG'],14
5dg9w7dlbWoFVjA9it183V,Amo Você,single,2023-06-30,spotify:album:5dg9w7dlbWoFVjA9it183V,['7rEGGFDhVuihMPwOPNWg9r'],1
1ZMtKzKhiZkdw3K74cnRMI,Ai Amor,album,2001-07-14,spotify:album:1ZMtKzKhiZkdw3K74cnRMI,['6aADV1iVy0z8Bni0qXLRkf'],9
2sQuHDWwnn10g440LIlm03,Elétrico,album,2016-06-14,spotify:album:2sQuHDWwnn10g440LIlm03,"['6syywN4FcSZEBwaEV7EsNq', '5qKMhT0vNRheWDWYDTjV1V']",15
19vq6SU2nJmNF8uYq3S02F,Para Ter Onde Ir (Original Motion Picture Soundtrack),compilation,2018-04-20,spotify:album:19vq6SU2nJmNF8uYq3S02F,['4k5GPOqlaMmuhxSQkPZrWb'],14
6rtiMp30HJxTAQP9uYwKjx,Bruno e Trio,single,2020-07-29,spotify:album:6rtiMp30HJxTAQP9uYwKjx,['5xR5pQ1dcvqRLSxCACpapE'],6
6kBiV8GhHuLXfiX4sU4zPp,"Disparando o Sucesso, Vol. 2",album,2008-08-01,spotify:album:6kBiV8GhHuLXfiX4sU4zPp,['6wYo9f6kXFslXYtATvhM86'],17
1mjrmX8os0LbaX3SDRLFhn,Ao Pôr do Sol,single,2009,spotify:album:1mjrmX8os0LbaX3SDRLFhn,['65LoJf66D27MZLfmhKyBo7'],1
7qeOTQcjBkhw5W9oQKuL8I,20 Super Sucessos Pinduca,album,1999-01-02,spotify:album:7qeOTQcjBkhw5W9oQKuL8I,['5FKexvtYHfpvf17ZnGWulN'],20
32TmBo2pE6GMaq7LFu09oy,Banzeiro,album,2016-06-23,spotify:album:32TmBo2pE6GMaq7LFu09oy,['5A70LBFCFtNwOmbPj5g5uc'],12
4kOyNVMQ2ve1jnEPajq9ua,TecnoShow,album,2022-12-15,spotify:album:4kOyNVMQ2ve1jnEPajq9ua,['5kn7l4yaJxtNhj583LmL9L'],8
50o72YYoxzU96tit7GFnzw,A Distância,single,2021-08-17,spotify:album:50o72YYoxzU96tit7GFnzw,['2lsOz5tVIFOnXiHk3Bd5UE'],1
3EcW6W0uZ7LybSGC59ohh6,No Embalo do Pinduca,album,2016-07-08,spotify:album:3EcW6W0uZ7LybSGC59ohh6,['5FKexvtYHfpvf17ZnGWulN'],13
6wgeDmVvCFI035VkXLk2Zd,Coma Alcoólico,single,2023-04-01,spotify:album:6wgeDmVvCFI035VkXLk2Zd,['1WDdji3E8tOxuswkux0Sta'],1
3pOKnCJSq8oKwHbNC95kqU,Só as Top da Dj Méury,album,2023-07-29,spotify:album:3pOKnCJSq8oKwHbNC95kqU,['40ksVxRxRIP4ayr9kGB813'],12
6yFzlzPjbxeerlUPAy9O4b,O Rei Do Carimbó,album,1983-01-02,spotify:album:6yFzlzPjbxeerlUPAy9O4b,['5FKexvtYHfpvf17ZnGWulN'],12
1Rnor3gP9hlyu2EZP4lYq6,Treme,album,2012-04-20,spotify:album:1Rnor3gP9hlyu2EZP4lYq6,['5kn7l4yaJxtNhj583LmL9L'],14
3xR49vqFimEPnvt24en3E7,"A Rainha das Aparelhagens, Vol. 3",album,2016-03-10,spotify:album:3xR49vqFimEPnvt24en3E7,['6syywN4FcSZEBwaEV7EsNq'],15
5E75mbFQ5R2M0ise76Rr7J,Caso Complicado,single,2023-03-10,spotify:album:5E75mbFQ5R2M0ise76Rr7J,['4K752ixpnJQbrqYIey07BS'],1
6O91RLPvjTKC87CIM1qlr0,"Disparando o Sucesso, Vol. 1",album,2007-08-01,spotify:album:6O91RLPvjTKC87CIM1qlr0,['6wYo9f6kXFslXYtATvhM86'],17
7m6SVC28Pos43mrY9ojspI,"Programa Carlos Santos - o Sucesso, Vol. 3",compilation,1997-01-01,spotify:album:7m6SVC28Pos43mrY9ojspI,['27IVNktOgIiH3Ucd2o2qnG'],14
4e0svVd2IVSNlqfJALuV7v,Palavras,album,2019,spotify:album:4e0svVd2IVSNlqfJALuV7v,['3FkvSmvHAu2sQJVJ7x7hha'],12
4m1SAIKfDy3s63InxRzLPX,Agora Somos Ex,single,2023-01-10,spotify:album:4m1SAIKfDy3s63InxRzLPX,['0cyzEOy6DVvL0pPDnW61Xx'],1
0vrjQX3LGXBfQZKxLh32WE,Amor amor,album,2021-09-24,spotify:album:0vrjQX3LGXBfQZKxLh32WE,['4rkzd9WCQb3c6MCK702oBb'],12
6IZ0VLGhdQ9ZwHCE02Erzc,Puro Brega,compilation,2022-09-06,spotify:album:6IZ0VLGhdQ9ZwHCE02Erzc,['2OyOETCaIGZ4MSBFX9ZzNw'],8
5FrXACMyS9wEF2fFEhdMm4,Pagode de Mesa (Ao Vivo),album,2022-12-23,spotify:album:5FrXACMyS9wEF2fFEhdMm4,['2Sg6gVFXMm4d9UgQjqwMG9'],11
2m0xJlzvNpZ3DJiD9TamSM,TecnoMelody Tropa Do Bruxo,single,2023-11-16,spotify:album:2m0xJlzvNpZ3DJiD9TamSM,['3uP4YwoIPSM1XHKG6ttztK'],1
2SiTzQEqa2DcoDK9vbyTTo,A Dor Desse Amor,single,2023-02-10,spotify:album:2SiTzQEqa2DcoDK9vbyTTo,['636uD37CrEPFsBf7CJiy29'],1
36MD7jUx8MeUR0aKVWfJ2i,Paixão Adolescente,single,2022-08-24,spotify:album:36MD7jUx8MeUR0aKVWfJ2i,['5kHktaxQwiFM35LNGiLbSt'],1
7hajJ1t7ScyTb6de4av9U5,Set VB,album,2023-10-06,spotify:album:7hajJ1t7ScyTb6de4av9U5,['1p2aDZsmPNSKQynqjXN7Hj'],8
2TiZiO8C98M2cnenGlVbop,Deixa Acontecer,single,2023-12-08,spotify:album:2TiZiO8C98M2cnenGlVbop,['3yMbb5fw0spHqSkVZpsuGq'],1
3F2rxegi7ouRLzuuhD4vyy,Alanzinho no Paredão,single,2022-10-06,spotify:album:3F2rxegi7ouRLzuuhD4vyy,['73qBqoOL5FnxUSdtTl5JQ0'],5
3GJVR32285Nw6Sz8R2GIZR,O Que Me Fez Te Amar,single,2023-04-07,spotify:album:3GJVR32285Nw6Sz8R2GIZR,['2vZO3RJsLRX8Fbfi1DLFRp'],1
2gnAKB1BPkTHnAb12hpi1d,Sonho,album,2021-05-19,spotify:album:2gnAKB1BPkTHnAb12hpi1d,['0tEuyvCOjGtwWxeZzKiJzx'],10
2xFSJvIiKKOKO9l8xykbch,Serestão do Ferinha,album,2023-07-28,spotify:album:2xFSJvIiKKOKO9l8xykbch,['7KdmibNmW5J0q5YtGnJqQ8'],10
6sUJC3KNTJzXAy42Tdo314,Seresta pra Paredão 3.0,single,2023-04-11,spotify:album:6sUJC3KNTJzXAy42Tdo314,['7KdmibNmW5J0q5YtGnJqQ8'],3
7iNuWHFd2zVWHwJsftW43D,Seresta do HC 3.0,album,2023-10-06,spotify:album:7iNuWHFd2zVWHwJsftW43D,['1f0uTZ6roXfWpYsN8V1QqM'],12
3aCE4hxn4oKdbClkjwO1Wy,CD Novembro 2021,album,2021-11-03,spotify:album:3aCE4hxn4oKdbClkjwO1Wy,['1f0uTZ6roXfWpYsN8V1QqM'],15
7aEneSchK3VvzNjdkykMoD,Êee Paixão (A Voz Romântica),album,2012-08-08,spotify:album:7aEneSchK3VvzNjdkykMoD,['2uOlKKhuUUWlTITCYYUuIK'],14
7aEneSchK3VvzNjdkykMoD,Êee Paixão (A Voz Romântica),album,2012-08-08,spotify:album:7aEneSchK3VvzNjdkykMoD,['2uOlKKhuUUWlTITCYYUuIK'],14
2Z9bwHhTRm47PQpGg7Llwx,Êee...Paixão!,album,2011,spotify:album:2Z9bwHhTRm47PQpGg7Llwx,['2uOlKKhuUUWlTITCYYUuIK'],14
2Rzlvd0ucPQKEaPMIERpaF,Tome Forró,album,2023-10-27,spotify:album:2Rzlvd0ucPQKEaPMIERpaF,['48HORs6F9P7IgdyKrk4MZC'],11
3zkgXeNKtGuhk9yUgihh8z,Som de Paredão,album,2023-05-05,spotify:album:3zkgXeNKtGuhk9yUgihh8z,"['007FXgr0jLBJxhPJjacXQH', '48HORs6F9P7IgdyKrk4MZC']",7
6z8nG4kqSo7LYcWYef66Jr,As 20 +,album,2006-01-15,spotify:album:6z8nG4kqSo7LYcWYef66Jr,['6Kps94g1Npexh3LrinIOvC'],20
6z8nG4kqSo7LYcWYef66Jr,As 20 +,album,2006-01-15,spotify:album:6z8nG4kqSo7LYcWYef66Jr,['6Kps94g1Npexh3LrinIOvC'],20
2smfsQHrlDBsA30MycLHHY,"Diga Sim, Vol. 4",album,2008-06-13,spotify:album:2smfsQHrlDBsA30MycLHHY,['2BwGxEffKsSjsQyKNtBgcQ'],15
0yfXQFjXzsWM8bqgwaDqvL,VOL 1,album,2020-05-13,spotify:album:0yfXQFjXzsWM8bqgwaDqvL,['6AZMMl0OWhhybvX6q8FXhq'],12
0yfXQFjXzsWM8bqgwaDqvL,VOL 1,album,2020-05-13,spotify:album:0yfXQFjXzsWM8bqgwaDqvL,['6AZMMl0OWhhybvX6q8FXhq'],12
5cQiaN8t8zw74BnFi9UoBo,Volume 21,album,2017-03-28,spotify:album:5cQiaN8t8zw74BnFi9UoBo,['0HFoOA61ShFCVKyKUPoN6B'],20
7fF3rb3hVbsEPbSlp8pslX,O Cantor Apaixonado - Só Recordações,album,2012-04-07,spotify:album:7fF3rb3hVbsEPbSlp8pslX,['0HFoOA61ShFCVKyKUPoN6B'],19
7fF3rb3hVbsEPbSlp8pslX,O Cantor Apaixonado - Só Recordações,album,2012-04-07,spotify:album:7fF3rb3hVbsEPbSlp8pslX,['0HFoOA61ShFCVKyKUPoN6B'],19
4Ur1fytpHsILtitE1LYJkM,Velocidade da Luz,album,2006-07-25,spotify:album:4Ur1fytpHsILtitE1LYJkM,['7yQrcdkLdBAkV7yY9fF2Hw'],15
50BunNkS3kyyZcWxsWicBq,Ao Vivo No Olimpo,album,2002-04-25,spotify:album:50BunNkS3kyyZcWxsWicBq,['7yQrcdkLdBAkV7yY9fF2Hw'],14
07hMHMtJErolHqtHBUUEvZ,"Emoção Incomparável, Vol. 8",album,2005-05-24,spotify:album:07hMHMtJErolHqtHBUUEvZ,['01ST5jiTLQjTKBJZPXJhK5'],19
4rqxBzJzwHjqmMEzLaTqE6,Tropa do Tigrinho,single,2023-11-13,spotify:album:4rqxBzJzwHjqmMEzLaTqE6,"['3yDG0yrZ60hLNHjn5fkAgE', '21Pr1Vuj2NjgXiwKpuecrr']",1
711p5fv46syG5NbX9mwQeD,Seresta da Klessinha nas Alturas,album,2023-08-20,spotify:album:711p5fv46syG5NbX9mwQeD,['6pNNbixzbEeQvi5jMaxugZ'],18
4nP1Qplkf3VB5nBHT3QaP6,Uma Nova História,album,2023-02-26,spotify:album:4nP1Qplkf3VB5nBHT3QaP6,['3vnfly5gGCrMfNKbdokc23'],7
5u1lY7LMTMe5VRbAoXbLzA,Sofrencya da Morena (Set 2023),album,2023-09-04,spotify:album:5u1lY7LMTMe5VRbAoXbLzA,['6ZLrr7ThUgVtMaIZRAhK9R'],13
5h4WEgh2ZkFEIEGiTLx2kZ,Xuxu Não,single,2023-03-03,spotify:album:5h4WEgh2ZkFEIEGiTLx2kZ,"['5euyOxTA3XwEi0DE2YHRqa', '6pNNbixzbEeQvi5jMaxugZ']",1
2h0U6n44yVSaSlNPYaAGWl,Carnaval do Maranhão (Ao Vivo),album,2022-02-07,spotify:album:2h0U6n44yVSaSlNPYaAGWl,['6yz8G88jv8PGcZBjKaezO6'],9
2bfwuKKHffUWC6eqLxKp0s,Terapia 1000%,album,2023-11-18,spotify:album:2bfwuKKHffUWC6eqLxKp0s,['6wduHvHCH5QZtWs6ULilDM'],7
5kAGkhjFYNOeWRePmf0LLm,Terapia de Verão,single,2023-12-19,spotify:album:5kAGkhjFYNOeWRePmf0LLm,['4xyZi8RUfi2Dh5UAHA8Ylq'],1
