playlist_id,data_add,duracao,musica_id,musica_nome,popularidade,uri,album_id,artista_id
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,127384,0oQCRjrWGvkqkdf82UlXI3,POCPOC,81,spotify:track:0oQCRjrWGvkqkdf82UlXI3,3nwyZyralFOdRGEyNMjSJX,['5wbf52LA6kcaboHSN6NEF1']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,152347,6g4w4iof4nKZexFGEAl6DI,VAI SER LIVRE,34,spotify:track:6g4w4iof4nKZexFGEAl6DI,1x8PBSEvx9oYxYzIczWTVn,"['5wTQg4WsivNx3LwPoM50Af', '29QKtXMaVczUBDiI3aPBWS']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,153863,0BO9LDxYu9L0I8eNHNkg5x,DESCE LICOR,58,spotify:track:0BO9LDxYu9L0I8eNHNkg5x,7IkkEKUavQSekkWD7vgOq3,"['5Gv1C1LY8pWiYcfcdjSNMT', '05qCf6M7E7AxizHVmrcPqh', '55XEJ5O0Gy6wAUANXfXpSS']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,166875,0Kl8AuDEnnEA7UtCKov4Op,Dano Sarrada - Remix,72,spotify:track:0Kl8AuDEnnEA7UtCKov4Op,4C1KWXgdTmom6eWiu0x45k,"['0nFdWpwl7h6fp3ADRyG14L', '7bDY7ck0pXuKESZtEt1X5d']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,158122,6XvFnICxXsVc8OK4eh1E9b,Tem Café,77,spotify:track:6XvFnICxXsVc8OK4eh1E9b,6gD7TtJDcrWlAVD3j8nPj5,"['6wduHvHCH5QZtWs6ULilDM', '6Z9eUCDtjeQRAp4eZhTztf', '6ysi6BecWzevAJ3HYaZNMS']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,166363,5dPKKScSdOpIQuUHVFU7HG,Dejavú,40,spotify:track:5dPKKScSdOpIQuUHVFU7HG,77TVmhsrBT7AVvlqEajZrt,"['43jyzP3h86XvtC8FQm4ow3', '2O6q06oNcmOIPg1qidSU3C']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,162653,1piYjoHUUjtrEu0TNvWua2,Sensação,37,spotify:track:1piYjoHUUjtrEu0TNvWua2,1dp1LuHP7QsuI2LS40j7M4,['7xGwSsxEISjWZGbaXiLN8z']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,239817,3wUDrWHJ3bxBDRCHuiamUD,Calor Do Amor,26,spotify:track:3wUDrWHJ3bxBDRCHuiamUD,2kGS8bXhlbxaDSkPbYuSsN,['6hfNZcbKvjpOnhhkFVKyt7']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,192421,5niYBuEDe07PWTkAWC1HnZ,Pede Pra Eu Ficar (Listen To Your Heart),60,spotify:track:5niYBuEDe07PWTkAWC1HnZ,6ruTaJyyvcDhUJCMChPfuW,['6tzRZ39aZlNqlUzQlkuhDV']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,167027,3vCH7bgO37Cx4dOIUlX9sv,Maliciosa - Ao Vivo,74,spotify:track:3vCH7bgO37Cx4dOIUlX9sv,6ijC1S3LFTvQlrQWkQko3E,['3CDoRporvSjdzTrm99a3gi']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,235712,3VOwZvqUNBLXsvIqxmjFJ2,Pochete,46,spotify:track:3VOwZvqUNBLXsvIqxmjFJ2,3WLyLlxq0JJMAeiGPpge1S,['7xGwSsxEISjWZGbaXiLN8z']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,230746,5OwOtdiPrzZHq0WQ7QYOKl,Sorte - Ao Vivo,56,spotify:track:5OwOtdiPrzZHq0WQ7QYOKl,7KLR11ffMXPDqbsXVT9GtG,"['50sftj2oW2iBviA6RkTzsz', '2O6q06oNcmOIPg1qidSU3C']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,200689,00tpsKo8cfvD2yiL4W4Ce6,Copacabana 89,22,spotify:track:00tpsKo8cfvD2yiL4W4Ce6,6VJZ0nkYELt8ea9ViC8Vfl,['5wTQg4WsivNx3LwPoM50Af']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,259519,55d7fAJmM0R2TDfuHWPwnc,Blossom,36,spotify:track:55d7fAJmM0R2TDfuHWPwnc,13OCcXxtLWCMO9EPxLemj1,['6BXiBj4eAZsiynbcmSRHUs']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,318994,6Ry9Jqt3riMhgX46T6XwdL,Baby 95,57,spotify:track:6Ry9Jqt3riMhgX46T6XwdL,7GCAjZgKwHBucSRz7rQize,['2O6q06oNcmOIPg1qidSU3C']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,173265,7CzUp49fXwsYP4CgQNfDSh,Derretida (feat. Irmãs de Pau) - Brunoso Remix,51,spotify:track:7CzUp49fXwsYP4CgQNfDSh,4aj7OO4L022IGAz5zbQwJZ,"['6tzRZ39aZlNqlUzQlkuhDV', '2M0BRHVrzJ5y20huTCzMJu', '7MEwECUpH1JQzXbRMr0nFz']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,179040,0rywmdqLgV4ebmnzPvSqmP,Voando Pro Pará,60,spotify:track:0rywmdqLgV4ebmnzPvSqmP,6THS2SxEna3SEPoo0oQXTo,['1zBQcVejUqu9ujTXTgMQyM']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,187153,2cZ62VBKsdZ7u1kKKJdFOc,Sou Musa do Verão,71,spotify:track:2cZ62VBKsdZ7u1kKKJdFOc,4KNN5lVMc1EREJFlbppJqH,"['64KEffDW9EtZ1y2vBYgq8T', '4PzYKhC14sTJNEr0dzoo0d']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,183333,4NbaoKNAymVqIiqaTZkaID,Xirley - Remixada na Calcinha,20,spotify:track:4NbaoKNAymVqIiqaTZkaID,7yo6XUy0JbHVLL8p5kYTZV,"['5kn7l4yaJxtNhj583LmL9L', '1cHmaXK1swLBgd3TDo60sh', '7qmf5YAQYjfjBF9C7kkjzs', '3EWwR3BxuCaiYKniPGDjE7']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,131722,6GBwa8Kb3hGyf4Gk9Bs2qb,Quer Ser Minha Atriz (feat. DJ Lc do Martins),60,spotify:track:6GBwa8Kb3hGyf4Gk9Bs2qb,61bnAZo53stAlV7Moq5pEM,"['0t4tLEUHkkktoY9vnaLW3B', '6EsIkeJwPhFIfzJ5l8CGSm', '78Y1NpgD0yMKoBetaYlUzS', '4F8L071IkAkc3QaNKuUReg']"
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,123820,3Nvzs0cJbLwhXPPlI8xzpC,Vai Novinha Ah Ah Ah,63,spotify:track:3Nvzs0cJbLwhXPPlI8xzpC,1rpZ5lbh30fimLCZvcyh0f,['3i7Bn2SoEkRVEGkdz9o6Yu']
37i9dQZF1DX3N4adN0GKR3,2024-01-26T13:29:35Z,265450,2sYFUcurlISdHlAsnYCEgD,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,81,spotify:track:2sYFUcurlISdHlAsnYCEgD,6v9Ul1m0zyx9G3uwv8jRhu,['6TYimByryGphZCtwYopH0y']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,202644,35D06z7kmwMmYYbyJ0BkSm,Daqui pra Sempre,81,spotify:track:35D06z7kmwMmYYbyJ0BkSm,3dxJyVfI7myBAZjiekJCto,"['0CdnnCbbKD4oIzBmxi2o7r', '2eK9gcJQ6uqVvJL63dnOM3']"
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,179040,0rywmdqLgV4ebmnzPvSqmP,Voando Pro Pará,60,spotify:track:0rywmdqLgV4ebmnzPvSqmP,6THS2SxEna3SEPoo0oQXTo,['1zBQcVejUqu9ujTXTgMQyM']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,156363,1zlvC30MvhzbmIaGzi3z61,Melhor Sensação,6,spotify:track:1zlvC30MvhzbmIaGzi3z61,43HFwvh0jyW7Ey6iA6vWZg,['4EGMHFeFIhk1uUKdO9pk1Q']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,231213,2D655QX2LHBKDOm6XJt1Hk,A Lua Me Traiu,51,spotify:track:2D655QX2LHBKDOm6XJt1Hk,516R2JN8QXaa1ytZ0b89IK,['2qXtddeMnGLeLuIfhnJY3P']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,241449,3BJat0IO29Lhww4nXriVjf,Tatuagem,36,spotify:track:3BJat0IO29Lhww4nXriVjf,4g0MFwaDdd3K6VZRCtLvFk,"['6wYo9f6kXFslXYtATvhM86', '3Ubr1h7UwaGnDwcnQg5cBC']"
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,178712,6PrmMWoEUAD37a3YpNiK2M,Aventura,40,spotify:track:6PrmMWoEUAD37a3YpNiK2M,7463EZXb387r0mkLAYQvHM,['1JESC6Kt3eyYHGz4TwvOV6']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,232327,2xdN2WK3BD4U4yGidpNNNo,Olha Bem pra Mim,45,spotify:track:2xdN2WK3BD4U4yGidpNNNo,5YrsKMAUYPQgegfBjjIWM0,['1p2aDZsmPNSKQynqjXN7Hj']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,237910,5mfFlyzwcHKNC6dutuNOhx,Pressentimento,11,spotify:track:5mfFlyzwcHKNC6dutuNOhx,39Pm9fAaQLJJIf96lZFTid,['3JZpiXn2wDdu2Ewj4UjvqV']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,224000,3N3tut44rCW3UgfFATTyOy,Desejos,42,spotify:track:3N3tut44rCW3UgfFATTyOy,5kmSkvWYwTykPKGxdN7GVM,['4WudSn9b3V05mnxaH9uNks']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,184086,5Vy8QASywXUyPikPWcocZl,Não Fosse Tão Tarde,34,spotify:track:5Vy8QASywXUyPikPWcocZl,0IucRnfrQ4VNAL7VJnlgtl,['4aI6jDLkxjcSR1PpuJ7Vk9']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,212333,3j6GMrxsoUEZbQwRYq4n9t,Traficante do Amor,40,spotify:track:3j6GMrxsoUEZbQwRYq4n9t,4SuCyRZxqkqfgCyL1NHm5V,['3qR0dzD7hU005nuz4Msoba']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,138397,41Rx6DKakRT86Fnlns76Dv,Um Dia,30,spotify:track:41Rx6DKakRT86Fnlns76Dv,77V6l27iT9qJKDcnCATwff,['6wYo9f6kXFslXYtATvhM86']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,220447,5lIRlJGqInAEInVxpqf9rg,Imagem do Prazer,33,spotify:track:5lIRlJGqInAEInVxpqf9rg,40dHfK5l6u8abVgWN00Lks,['5mW39VdCIwXOmfW5Tdn6T7']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,179293,7smNjSBtiSyhVhMqzyvc6c,Galera da Laje,30,spotify:track:7smNjSBtiSyhVhMqzyvc6c,4qKvFqD5KbDw9dikK7EVwI,['4KBEMlSRtexYKdbLcYeFUi']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,242146,1vsmvWIK5NxmR9z0in4jV1,Conquista,44,spotify:track:1vsmvWIK5NxmR9z0in4jV1,6fr90nQ0zUdY5XgPahMaDW,['3qR0dzD7hU005nuz4Msoba']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,210960,5UEWmdtsE40dTzGuVgKRN2,É Só Telefonar,0,spotify:track:5UEWmdtsE40dTzGuVgKRN2,78eriRZMIB7qMwDV6X8Tdx,['27IVNktOgIiH3Ucd2o2qnG']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,230035,2SYxqaWeVJ6d98qSKDPmuF,Amo Você,19,spotify:track:2SYxqaWeVJ6d98qSKDPmuF,5dg9w7dlbWoFVjA9it183V,['7rEGGFDhVuihMPwOPNWg9r']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,211734,3La7aJz0M2DCDKT4kTVQuO,Não Vá Embora,36,spotify:track:3La7aJz0M2DCDKT4kTVQuO,1ZMtKzKhiZkdw3K74cnRMI,['6aADV1iVy0z8Bni0qXLRkf']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,215353,4HvbIF4n0nW3f0t2K1r6la,Está no Ar,0,spotify:track:4HvbIF4n0nW3f0t2K1r6la,2sQuHDWwnn10g440LIlm03,"['6syywN4FcSZEBwaEV7EsNq', '5qKMhT0vNRheWDWYDTjV1V']"
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,187133,7fgT8aZbCPqSyNo7TxhqIm,Me Libera (Baladeira),0,spotify:track:7fgT8aZbCPqSyNo7TxhqIm,19vq6SU2nJmNF8uYq3S02F,['4k5GPOqlaMmuhxSQkPZrWb']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,191982,5QcCBUw3kj5nPHPpzDnn7a,Super-herói,45,spotify:track:5QcCBUw3kj5nPHPpzDnn7a,6rtiMp30HJxTAQP9uYwKjx,['5xR5pQ1dcvqRLSxCACpapE']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,243591,76aYi7DBEkgvWL23COuN0v,Meu Primeiro Amor,46,spotify:track:76aYi7DBEkgvWL23COuN0v,6kBiV8GhHuLXfiX4sU4zPp,['6wYo9f6kXFslXYtATvhM86']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,162089,1pPDSRFZ2KEhWgvYBtqLtw,Ao Pôr do Sol,36,spotify:track:1pPDSRFZ2KEhWgvYBtqLtw,1mjrmX8os0LbaX3SDRLFhn,['65LoJf66D27MZLfmhKyBo7']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,171184,0kknxGCIOUSa3jCV9GOeQz,Sinhá Pureza,33,spotify:track:0kknxGCIOUSa3jCV9GOeQz,7qeOTQcjBkhw5W9oQKuL8I,['5FKexvtYHfpvf17ZnGWulN']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,248253,62RswMzBMwrKAiJRkVtfBM,No Meio do Pitiú,0,spotify:track:62RswMzBMwrKAiJRkVtfBM,32TmBo2pE6GMaq7LFu09oy,['5A70LBFCFtNwOmbPj5g5uc']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,218347,5xe90Er7lM8ztWTTZQSoYR,Não Vou Te Deixar,38,spotify:track:5xe90Er7lM8ztWTTZQSoYR,4kOyNVMQ2ve1jnEPajq9ua,['5kn7l4yaJxtNhj583LmL9L']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,238001,1yb4If9RFybI11Vq9wzOeb,A Distância,37,spotify:track:1yb4If9RFybI11Vq9wzOeb,50o72YYoxzU96tit7GFnzw,['2lsOz5tVIFOnXiHk3Bd5UE']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,153440,0vlwLi1wwekJICTpbe1Vmm,Marcha do Vestibular,26,spotify:track:0vlwLi1wwekJICTpbe1Vmm,3EcW6W0uZ7LybSGC59ohh6,['5FKexvtYHfpvf17ZnGWulN']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,173688,0g0aVaZe3yViuRHj34sYV9,Coma Alcoólico,39,spotify:track:0g0aVaZe3yViuRHj34sYV9,6wgeDmVvCFI035VkXLk2Zd,['1WDdji3E8tOxuswkux0Sta']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,128623,5pLkAT0fyjveov0JKANX20,Joga a Mão e Da-lhe Sal,28,spotify:track:5pLkAT0fyjveov0JKANX20,3pOKnCJSq8oKwHbNC95kqU,['40ksVxRxRIP4ayr9kGB813']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,199320,2aSaXbTyTD1gdhP6GXnCev,Carimbó Do Macaco,28,spotify:track:2aSaXbTyTD1gdhP6GXnCev,6yFzlzPjbxeerlUPAy9O4b,['5FKexvtYHfpvf17ZnGWulN']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,215893,0H8bvtkJxx1uhNYwK8oUfC,Ela Tá Beba Doida (Beba Doida),0,spotify:track:0H8bvtkJxx1uhNYwK8oUfC,1Rnor3gP9hlyu2EZP4lYq6,['5kn7l4yaJxtNhj583LmL9L']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,216543,51lvHVjDd4ZaqBfycAtDWm,Príncipe Negro,46,spotify:track:51lvHVjDd4ZaqBfycAtDWm,3xR49vqFimEPnvt24en3E7,['6syywN4FcSZEBwaEV7EsNq']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,138048,1EVR78ybfo8nb2lLHa1on6,Caso Complicado,30,spotify:track:1EVR78ybfo8nb2lLHa1on6,5E75mbFQ5R2M0ise76Rr7J,['4K752ixpnJQbrqYIey07BS']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,282488,43RXMJgAwOVoSbLvVFLIEu,Sofro de Amor,38,spotify:track:43RXMJgAwOVoSbLvVFLIEu,6O91RLPvjTKC87CIM1qlr0,['6wYo9f6kXFslXYtATvhM86']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,210960,6Vl329yusmtfYZQRpoUxaJ,É Só Telefonar,36,spotify:track:6Vl329yusmtfYZQRpoUxaJ,7m6SVC28Pos43mrY9ojspI,['27IVNktOgIiH3Ucd2o2qnG']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,239866,0O47Cw6Yj5TAMDEsAh9r3w,Palavras,24,spotify:track:0O47Cw6Yj5TAMDEsAh9r3w,4e0svVd2IVSNlqfJALuV7v,['3FkvSmvHAu2sQJVJ7x7hha']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,220995,3XL2i8IhA4YJaOZ4gASuEx,Agora Somos Ex,39,spotify:track:3XL2i8IhA4YJaOZ4gASuEx,4m1SAIKfDy3s63InxRzLPX,['0cyzEOy6DVvL0pPDnW61Xx']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,177377,6naxaI0irX11pqdwTolf0v,"Amor, amor",32,spotify:track:6naxaI0irX11pqdwTolf0v,0vrjQX3LGXBfQZKxLh32WE,['4rkzd9WCQb3c6MCK702oBb']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,162795,0MF6IvaWZvuNi1KLYK0NVP,Minha Presa,33,spotify:track:0MF6IvaWZvuNi1KLYK0NVP,6IZ0VLGhdQ9ZwHCE02Erzc,['2OyOETCaIGZ4MSBFX9ZzNw']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,478500,7dO1Wg3MZSdOZXf0PbVj2x,Uma Chance / Compromisso / Caixa Postal / Fissuras de um Casal / Pra Ser Feliz - Ao Vivo,22,spotify:track:7dO1Wg3MZSdOZXf0PbVj2x,5FrXACMyS9wEF2fFEhdMm4,['2Sg6gVFXMm4d9UgQjqwMG9']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,197327,2AYIV0eRfvK0hirovukCHO,TecnoMelody Tropa Do Bruxo,8,spotify:track:2AYIV0eRfvK0hirovukCHO,2m0xJlzvNpZ3DJiD9TamSM,['3uP4YwoIPSM1XHKG6ttztK']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,184212,1KyT9pjIfZVU82YDiw2IuJ,A Dor Desse Amor,48,spotify:track:1KyT9pjIfZVU82YDiw2IuJ,2SiTzQEqa2DcoDK9vbyTTo,['636uD37CrEPFsBf7CJiy29']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,218253,67osAgYgAofkJcaoUdeNqo,Paixão Adolescente,32,spotify:track:67osAgYgAofkJcaoUdeNqo,36MD7jUx8MeUR0aKVWfJ2i,['5kHktaxQwiFM35LNGiLbSt']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,174288,7qQW0Czy2N7YTt0R04s3vq,Haja Paciência,27,spotify:track:7qQW0Czy2N7YTt0R04s3vq,7hajJ1t7ScyTb6de4av9U5,['1p2aDZsmPNSKQynqjXN7Hj']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,157500,6z7NV2zDU7o1T310papAEE,Deixa Acontecer,28,spotify:track:6z7NV2zDU7o1T310papAEE,2TiZiO8C98M2cnenGlVbop,['3yMbb5fw0spHqSkVZpsuGq']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,141818,1by4Ux67QBJpV6OKkdOcT9,Duas,19,spotify:track:1by4Ux67QBJpV6OKkdOcT9,3F2rxegi7ouRLzuuhD4vyy,['73qBqoOL5FnxUSdtTl5JQ0']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,184223,4XjruN6IG2DHW5ltVYA82b,O Que Me Fez Te Amar,30,spotify:track:4XjruN6IG2DHW5ltVYA82b,3GJVR32285Nw6Sz8R2GIZR,['2vZO3RJsLRX8Fbfi1DLFRp']
37i9dQZF1DX1sXFKfm7uCv,2024-02-08T19:56:30Z,188000,2eZSGAqwt5M0mVZTZ2KF2D,Cintilante,34,spotify:track:2eZSGAqwt5M0mVZTZ2KF2D,2gnAKB1BPkTHnAb12hpi1d,['0tEuyvCOjGtwWxeZzKiJzx']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,159216,2Cujx8dW8vfmn0ZAiHIiPa,Passa Tempo,50,spotify:track:2Cujx8dW8vfmn0ZAiHIiPa,2xFSJvIiKKOKO9l8xykbch,['7KdmibNmW5J0q5YtGnJqQ8']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,233038,3fkLH5wAzni4mcXl4c6cAC,Sinal,67,spotify:track:3fkLH5wAzni4mcXl4c6cAC,6sUJC3KNTJzXAy42Tdo314,['7KdmibNmW5J0q5YtGnJqQ8']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,192365,34KWERjHa5A1hnSoZwSMuZ,Pássaro Noturno,63,spotify:track:34KWERjHa5A1hnSoZwSMuZ,7iNuWHFd2zVWHwJsftW43D,['1f0uTZ6roXfWpYsN8V1QqM']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,162421,6J7RrbFKr3KGWoYAkzUKEj,Agonia,19,spotify:track:6J7RrbFKr3KGWoYAkzUKEj,3aCE4hxn4oKdbClkjwO1Wy,['1f0uTZ6roXfWpYsN8V1QqM']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,218106,4MCDCIqQ4vPp8Bx6vVUvc2,Tudo ou Nada,58,spotify:track:4MCDCIqQ4vPp8Bx6vVUvc2,7aEneSchK3VvzNjdkykMoD,['2uOlKKhuUUWlTITCYYUuIK']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,272253,2qrU6eeBWP75WBP0HQTQ6R,Contato,48,spotify:track:2qrU6eeBWP75WBP0HQTQ6R,7aEneSchK3VvzNjdkykMoD,['2uOlKKhuUUWlTITCYYUuIK']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,316613,6o4AWPmqbT4KymHawEZ7Kw,A Casa ao Lado,56,spotify:track:6o4AWPmqbT4KymHawEZ7Kw,2Z9bwHhTRm47PQpGg7Llwx,['2uOlKKhuUUWlTITCYYUuIK']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,161959,5nnnNbMarkWKkAzZhVG3Bh,Literalmente,66,spotify:track:5nnnNbMarkWKkAzZhVG3Bh,2Rzlvd0ucPQKEaPMIERpaF,['48HORs6F9P7IgdyKrk4MZC']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,157170,6xRDvureEBwHgwAYDufbJL,Chorei na Vaquejada,69,spotify:track:6xRDvureEBwHgwAYDufbJL,3zkgXeNKtGuhk9yUgihh8z,"['007FXgr0jLBJxhPJjacXQH', '48HORs6F9P7IgdyKrk4MZC']"
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,223146,5P8INbk864e7LllQ1HxgSn,"Dois Amores, Duas Paixões",46,spotify:track:5P8INbk864e7LllQ1HxgSn,6z8nG4kqSo7LYcWYef66Jr,['6Kps94g1Npexh3LrinIOvC']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,258013,0SvtBdkNRlErX8sPrFgWPW,Mágica,46,spotify:track:0SvtBdkNRlErX8sPrFgWPW,6z8nG4kqSo7LYcWYef66Jr,['6Kps94g1Npexh3LrinIOvC']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,221200,74QtGMeYncf3wP6fhg00zb,Diga Sim pra Mim,60,spotify:track:74QtGMeYncf3wP6fhg00zb,2smfsQHrlDBsA30MycLHHY,['2BwGxEffKsSjsQyKNtBgcQ']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,187898,6MXWnt6UnVkmg6NCPTkOAR,Agora Estou Sofrendo,60,spotify:track:6MXWnt6UnVkmg6NCPTkOAR,0yfXQFjXzsWM8bqgwaDqvL,['6AZMMl0OWhhybvX6q8FXhq']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,240979,1b81VVDS5eo8pM4KQNz5ht,Sonho Lindo,52,spotify:track:1b81VVDS5eo8pM4KQNz5ht,0yfXQFjXzsWM8bqgwaDqvL,['6AZMMl0OWhhybvX6q8FXhq']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,255477,3rMToHXIkfOV7JgfYiqU2A,Dependente,44,spotify:track:3rMToHXIkfOV7JgfYiqU2A,5cQiaN8t8zw74BnFi9UoBo,['0HFoOA61ShFCVKyKUPoN6B']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,268800,4bLbEtNtOK3eYbmaMCLDUv,Quebrou a Cara,54,spotify:track:4bLbEtNtOK3eYbmaMCLDUv,7fF3rb3hVbsEPbSlp8pslX,['0HFoOA61ShFCVKyKUPoN6B']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,200333,1rpiBmLRlvXUK7jIjH55u0,Locutor,49,spotify:track:1rpiBmLRlvXUK7jIjH55u0,7fF3rb3hVbsEPbSlp8pslX,['0HFoOA61ShFCVKyKUPoN6B']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,225426,5SFVGZENDBg0YtcTNNhE2b,Velocidade da Luz,48,spotify:track:5SFVGZENDBg0YtcTNNhE2b,4Ur1fytpHsILtitE1LYJkM,['7yQrcdkLdBAkV7yY9fF2Hw']
37i9dQZF1DWZDpQqAkaolE,2024-01-31T14:58:16Z,233920,1PWpeF2KQQzBjqkJPMqvpJ,Coração Radiante,67,spotify:track:1PWpeF2KQQzBjqkJPMqvpJ,50BunNkS3kyyZcWxsWicBq,['7yQrcdkLdBAkV7yY9fF2Hw']
